rt,stimulus,response,function_name,item_id,target_type,condition,term,sentence,list,task_type,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,rng_seed,response_label,responded_total_nonsense
8128,"<div style=""font-size:20px;""><p>Adding a week to 79</p></div>",0,adding,11,abstract_numeral,near,a week,adding a week to 79,10,critical,html-keyboard-response,9,146634,0.0-4.0-0.1,anon_subject_13,6733d46d557efbcaf35e42fb,673513fed76dabad4b309bb2,0.549631050759892,total_nonsense,True
3164,"<div style=""font-size:20px;""><p>The number 10 feeling regretful</p></div>",0,regret,0,concrete_animate,far1,the number 10,the number 10 feeling regretful,10,critical,html-keyboard-response,11,150805,0.0-4.0-0.2,anon_subject_13,6733d46d557efbcaf35e42fb,673513fed76dabad4b309bb2,0.549631050759892,total_nonsense,True
14536,"<div style=""font-size:20px;""><p>A liter being a multiple of 5</p></div>",1,multiple,6,abstract_numeral,near,a liter,a liter being a multiple of 5,10,critical,html-keyboard-response,13,166346,0.0-4.0-0.3,anon_subject_13,6733d46d557efbcaf35e42fb,673513fed76dabad4b309bb2,0.549631050759892,not_total_nonsense,False
3957,"<div style=""font-size:20px;""><p>The number 20 being entertained by a podcast</p></div>",0,entertained,5,concrete_animate,far1,the number 20,the number 20 being entertained by a podcast,10,critical,html-keyboard-response,15,171309,0.0-4.0-0.4,anon_subject_13,6733d46d557efbcaf35e42fb,673513fed76dabad4b309bb2,0.549631050759892,total_nonsense,True
3603,"<div style=""font-size:20px;""><p>A teenager being surprised by a news article</p></div>",1,surprised,4,concrete_animate,target,a teenager,a teenager being surprised by a news article,10,critical,html-keyboard-response,17,175918,0.0-4.0-0.5,anon_subject_13,6733d46d557efbcaf35e42fb,673513fed76dabad4b309bb2,0.549631050759892,not_total_nonsense,False
8262,"<div style=""font-size:20px;""><p>Taking the square root of a pill</p></div>",0,square_root,9,abstract_numeral,far2,a pill,taking the square root of a pill,10,critical,html-keyboard-response,19,185188,0.0-4.0-0.6,anon_subject_13,6733d46d557efbcaf35e42fb,673513fed76dabad4b309bb2,0.549631050759892,total_nonsense,True
2422,"<div style=""font-size:20px;""><p>A crumb applying for a job</p></div>",0,apply_job,1,concrete_animate,near,a crumb,a crumb applying for a job,10,critical,html-keyboard-response,21,188616,0.0-4.0-0.7,anon_subject_13,6733d46d557efbcaf35e42fb,673513fed76dabad4b309bb2,0.549631050759892,total_nonsense,True
7114,"<div style=""font-size:20px;""><p>The number 12 being greater than 10</p></div>",1,greater_than,7,abstract_numeral,target,the number 12,the number 12 being greater than 10,10,critical,html-keyboard-response,23,196735,0.0-4.0-0.8,anon_subject_13,6733d46d557efbcaf35e42fb,673513fed76dabad4b309bb2,0.549631050759892,not_total_nonsense,False
2443,"<div style=""font-size:20px;""><p>A toddler being amused by a TV show</p></div>",1,amused,3,concrete_animate,target,a toddler,a toddler being amused by a TV show,10,critical,html-keyboard-response,25,200184,0.0-4.0-0.9,anon_subject_13,6733d46d557efbcaf35e42fb,673513fed76dabad4b309bb2,0.549631050759892,not_total_nonsense,False
2898,"<div style=""font-size:20px;""><p>Dividing 12 by a shirt</p></div>",0,dividing,10,abstract_numeral,far2,a shirt,dividing 12 by a shirt,10,critical,html-keyboard-response,27,204087,0.0-4.0-0.10,anon_subject_13,6733d46d557efbcaf35e42fb,673513fed76dabad4b309bb2,0.549631050759892,total_nonsense,True
2363,"<div style=""font-size:20px;""><p>The number 13 writing a play</p></div>",0,write_play,2,concrete_animate,far1,the number 13,the number 13 writing a play,10,critical,html-keyboard-response,29,207456,0.0-4.0-0.11,anon_subject_13,6733d46d557efbcaf35e42fb,673513fed76dabad4b309bb2,0.549631050759892,total_nonsense,True
2813,"<div style=""font-size:20px;""><p>Adding the number 20 to 79</p></div>",1,adding,11,abstract_numeral,target,the number 20,adding the number 20 to 79,3,critical,html-keyboard-response,11,56054,0.0-4.0-0.0,anon_subject_12,6733d46d557efbcaf35e42fb,6735138982184f7f01d47ce8,0.7603043564954539,not_total_nonsense,False
1723,"<div style=""font-size:20px;""><p>A wall being entertained by a podcast</p></div>",0,entertained,5,concrete_animate,near,a wall,a wall being entertained by a podcast,3,critical,html-keyboard-response,13,58791,0.0-4.0-0.1,anon_subject_12,6733d46d557efbcaf35e42fb,6735138982184f7f01d47ce8,0.7603043564954539,total_nonsense,True
2193,"<div style=""font-size:20px;""><p>Dividing 12 by the number 4</p></div>",0,dividing,10,abstract_numeral,target,the number 4,dividing 12 by the number 4,3,critical,html-keyboard-response,15,61999,0.0-4.0-0.2,anon_subject_12,6733d46d557efbcaf35e42fb,6735138982184f7f01d47ce8,0.7603043564954539,total_nonsense,True
2945,"<div style=""font-size:20px;""><p>A liter feeling regretful</p></div>",0,regret,0,concrete_animate,far2,a liter,a liter feeling regretful,3,critical,html-keyboard-response,17,65960,0.0-4.0-0.3,anon_subject_12,6733d46d557efbcaf35e42fb,6735138982184f7f01d47ce8,0.7603043564954539,total_nonsense,True
1487,"<div style=""font-size:20px;""><p>Taking the square root of the number 16</p></div>",1,square_root,9,abstract_numeral,target,the number 16,taking the square root of the number 16,3,critical,html-keyboard-response,19,68449,0.0-4.0-0.4,anon_subject_12,6733d46d557efbcaf35e42fb,6735138982184f7f01d47ce8,0.7603043564954539,not_total_nonsense,False
1439,"<div style=""font-size:20px;""><p>A pill being amused by a TV show</p></div>",0,amused,3,concrete_animate,near,a pill,a pill being amused by a TV show,3,critical,html-keyboard-response,21,70903,0.0-4.0-0.5,anon_subject_12,6733d46d557efbcaf35e42fb,6735138982184f7f01d47ce8,0.7603043564954539,total_nonsense,True
1092,"<div style=""font-size:20px;""><p>An inch applying for a job</p></div>",1,apply_job,1,concrete_animate,far2,an inch,an inch applying for a job,3,critical,html-keyboard-response,23,73008,0.0-4.0-0.6,anon_subject_12,6733d46d557efbcaf35e42fb,6735138982184f7f01d47ce8,0.7603043564954539,not_total_nonsense,False
652,"<div style=""font-size:20px;""><p>A woman being greater than 10</p></div>",0,greater_than,7,abstract_numeral,far1,a woman,a woman being greater than 10,3,critical,html-keyboard-response,25,74664,0.0-4.0-0.7,anon_subject_12,6733d46d557efbcaf35e42fb,6735138982184f7f01d47ce8,0.7603043564954539,total_nonsense,True
3126,"<div style=""font-size:20px;""><p>A kilogram being a prime number</p></div>",0,is_prime,8,abstract_numeral,near,a kilogram,a kilogram being a prime number,3,critical,html-keyboard-response,27,78793,0.0-4.0-0.8,anon_subject_12,6733d46d557efbcaf35e42fb,6735138982184f7f01d47ce8,0.7603043564954539,total_nonsense,True
1418,"<div style=""font-size:20px;""><p>A mile being surprised by a news article</p></div>",0,surprised,4,concrete_animate,far2,a mile,a mile being surprised by a news article,3,critical,html-keyboard-response,29,81216,0.0-4.0-0.9,anon_subject_12,6733d46d557efbcaf35e42fb,6735138982184f7f01d47ce8,0.7603043564954539,total_nonsense,True
482,"<div style=""font-size:20px;""><p>A man being a multiple of 5</p></div>",1,multiple,6,abstract_numeral,far1,a man,a man being a multiple of 5,3,critical,html-keyboard-response,31,82713,0.0-4.0-0.10,anon_subject_12,6733d46d557efbcaf35e42fb,6735138982184f7f01d47ce8,0.7603043564954539,not_total_nonsense,False
679,"<div style=""font-size:20px;""><p>The number 13 writing a play</p></div>",0,write_play,2,concrete_animate,far1,the number 13,the number 13 writing a play,3,critical,html-keyboard-response,33,84403,0.0-4.0-0.11,anon_subject_12,6733d46d557efbcaf35e42fb,6735138982184f7f01d47ce8,0.7603043564954539,total_nonsense,True
6608,"<div style=""font-size:20px;""><p>The number 10 being a multiple of 5</p></div>",0,multiple,6,abstract_numeral,target,the number 10,the number 10 being a multiple of 5,9,critical,html-keyboard-response,7,113981,0.0-4.0-0.0,anon_subject_15,6733d46d557efbcaf35e42fb,673513206cd85a768d495d12,0.19435303664407755,total_nonsense,True
6403,"<div style=""font-size:20px;""><p>Adding the number 20 to 79</p></div>",1,adding,11,abstract_numeral,target,the number 20,adding the number 20 to 79,9,critical,html-keyboard-response,9,121387,0.0-4.0-0.1,anon_subject_15,6733d46d557efbcaf35e42fb,673513206cd85a768d495d12,0.19435303664407755,not_total_nonsense,False
3755,"<div style=""font-size:20px;""><p>A shirt being surprised by a news article</p></div>",0,surprised,4,concrete_animate,near,a shirt,a shirt being surprised by a news article,9,critical,html-keyboard-response,11,126153,0.0-4.0-0.2,anon_subject_15,6733d46d557efbcaf35e42fb,673513206cd85a768d495d12,0.19435303664407755,total_nonsense,True
1741,"<div style=""font-size:20px;""><p>A kilogram writing a play</p></div>",0,write_play,2,concrete_animate,far2,a kilogram,a kilogram writing a play,9,critical,html-keyboard-response,13,128897,0.0-4.0-0.3,anon_subject_15,6733d46d557efbcaf35e42fb,673513206cd85a768d495d12,0.19435303664407755,total_nonsense,True
2226,"<div style=""font-size:20px;""><p>Dividing 12 by the number 4</p></div>",1,dividing,10,abstract_numeral,target,the number 4,dividing 12 by the number 4,9,critical,html-keyboard-response,15,132140,0.0-4.0-0.4,anon_subject_15,6733d46d557efbcaf35e42fb,673513206cd85a768d495d12,0.19435303664407755,not_total_nonsense,False
2017,"<div style=""font-size:20px;""><p>A door feeling regretful</p></div>",0,regret,0,concrete_animate,near,a door,a door feeling regretful,9,critical,html-keyboard-response,17,135162,0.0-4.0-0.5,anon_subject_15,6733d46d557efbcaf35e42fb,673513206cd85a768d495d12,0.19435303664407755,total_nonsense,True
2983,"<div style=""font-size:20px;""><p>An inch applying for a job</p></div>",0,apply_job,1,concrete_animate,far2,an inch,an inch applying for a job,9,critical,html-keyboard-response,19,139149,0.0-4.0-0.6,anon_subject_15,6733d46d557efbcaf35e42fb,673513206cd85a768d495d12,0.19435303664407755,total_nonsense,True
2287,"<div style=""font-size:20px;""><p>The number 16 being amused by a TV show</p></div>",0,amused,3,concrete_animate,far1,the number 16,the number 16 being amused by a TV show,9,critical,html-keyboard-response,21,142443,0.0-4.0-0.7,anon_subject_15,6733d46d557efbcaf35e42fb,673513206cd85a768d495d12,0.19435303664407755,total_nonsense,True
2060,"<div style=""font-size:20px;""><p>Taking the square root of a toddler</p></div>",0,square_root,9,abstract_numeral,far1,a toddler,taking the square root of a toddler,9,critical,html-keyboard-response,23,145516,0.0-4.0-0.8,anon_subject_15,6733d46d557efbcaf35e42fb,673513206cd85a768d495d12,0.19435303664407755,total_nonsense,True
1741,"<div style=""font-size:20px;""><p>A rock being a prime number</p></div>",0,is_prime,8,abstract_numeral,far2,a rock,a rock being a prime number,9,critical,html-keyboard-response,25,148265,0.0-4.0-0.9,anon_subject_15,6733d46d557efbcaf35e42fb,673513206cd85a768d495d12,0.19435303664407755,total_nonsense,True
7748,"<div style=""font-size:20px;""><p>A woman being greater than 10</p></div>",1,greater_than,7,abstract_numeral,far1,a woman,a woman being greater than 10,9,critical,html-keyboard-response,27,157020,0.0-4.0-0.10,anon_subject_15,6733d46d557efbcaf35e42fb,673513206cd85a768d495d12,0.19435303664407755,not_total_nonsense,False
2094,"<div style=""font-size:20px;""><p>A wall being entertained by a podcast</p></div>",0,entertained,5,concrete_animate,near,a wall,a wall being entertained by a podcast,9,critical,html-keyboard-response,29,160122,0.0-4.0-0.11,anon_subject_15,6733d46d557efbcaf35e42fb,673513206cd85a768d495d12,0.19435303664407755,total_nonsense,True
15486,"<div style=""font-size:20px;""><p>A crumb being greater than 10</p></div>",0,greater_than,7,abstract_numeral,far2,a crumb,a crumb being greater than 10,0,critical,html-keyboard-response,7,84355,0.0-4.0-0.0,anon_subject_1,6733d46d557efbcaf35e42fb,67351bf224aa3fd784892c3f,0.7756824483278477,total_nonsense,True
2150,"<div style=""font-size:20px;""><p>A toddler being amused by a TV show</p></div>",1,amused,3,concrete_animate,target,a toddler,a toddler being amused by a TV show,0,critical,html-keyboard-response,9,87515,0.0-4.0-0.1,anon_subject_1,6733d46d557efbcaf35e42fb,67351bf224aa3fd784892c3f,0.7756824483278477,not_total_nonsense,False
2386,"<div style=""font-size:20px;""><p>A teenager being surprised by a news article</p></div>",1,surprised,4,concrete_animate,target,a teenager,a teenager being surprised by a news article,0,critical,html-keyboard-response,11,90917,0.0-4.0-0.2,anon_subject_1,6733d46d557efbcaf35e42fb,67351bf224aa3fd784892c3f,0.7756824483278477,not_total_nonsense,False
2877,"<div style=""font-size:20px;""><p>Dividing 12 by a mile</p></div>",1,dividing,10,abstract_numeral,near,a mile,dividing 12 by a mile,0,critical,html-keyboard-response,13,94806,0.0-4.0-0.3,anon_subject_1,6733d46d557efbcaf35e42fb,67351bf224aa3fd784892c3f,0.7756824483278477,not_total_nonsense,False
8852,"<div style=""font-size:20px;""><p>The number 10 feeling regretful</p></div>",1,regret,0,concrete_animate,far1,the number 10,the number 10 feeling regretful,0,critical,html-keyboard-response,15,104673,0.0-4.0-0.4,anon_subject_1,6733d46d557efbcaf35e42fb,67351bf224aa3fd784892c3f,0.7756824483278477,not_total_nonsense,False
3288,"<div style=""font-size:20px;""><p>The number 13 being a prime number</p></div>",1,is_prime,8,abstract_numeral,target,the number 13,the number 13 being a prime number,0,critical,html-keyboard-response,17,108969,0.0-4.0-0.5,anon_subject_1,6733d46d557efbcaf35e42fb,67351bf224aa3fd784892c3f,0.7756824483278477,not_total_nonsense,False
1638,"<div style=""font-size:20px;""><p>The number 12 applying for a job</p></div>",0,apply_job,1,concrete_animate,far1,the number 12,the number 12 applying for a job,0,critical,html-keyboard-response,19,111622,0.0-4.0-0.6,anon_subject_1,6733d46d557efbcaf35e42fb,67351bf224aa3fd784892c3f,0.7756824483278477,total_nonsense,True
5294,"<div style=""font-size:20px;""><p>A week being entertained by a podcast</p></div>",1,entertained,5,concrete_animate,far2,a week,a week being entertained by a podcast,0,critical,html-keyboard-response,21,117920,0.0-4.0-0.7,anon_subject_1,6733d46d557efbcaf35e42fb,67351bf224aa3fd784892c3f,0.7756824483278477,not_total_nonsense,False
9840,"<div style=""font-size:20px;""><p>A liter being a multiple of 5</p></div>",1,multiple,6,abstract_numeral,near,a liter,a liter being a multiple of 5,0,critical,html-keyboard-response,23,128775,0.0-4.0-0.8,anon_subject_1,6733d46d557efbcaf35e42fb,67351bf224aa3fd784892c3f,0.7756824483278477,not_total_nonsense,False
3474,"<div style=""font-size:20px;""><p>Taking the square root of a month</p></div>",0,square_root,9,abstract_numeral,near,a month,taking the square root of a month,0,critical,html-keyboard-response,25,133254,0.0-4.0-0.9,anon_subject_1,6733d46d557efbcaf35e42fb,67351bf224aa3fd784892c3f,0.7756824483278477,total_nonsense,True
2485,"<div style=""font-size:20px;""><p>Adding a boy to 79</p></div>",0,adding,11,abstract_numeral,far1,a boy,adding a boy to 79,0,critical,html-keyboard-response,27,136755,0.0-4.0-0.10,anon_subject_1,6733d46d557efbcaf35e42fb,67351bf224aa3fd784892c3f,0.7756824483278477,total_nonsense,True
1931,"<div style=""font-size:20px;""><p>A kilogram writing a play</p></div>",0,write_play,2,concrete_animate,far2,a kilogram,a kilogram writing a play,0,critical,html-keyboard-response,29,139698,0.0-4.0-0.11,anon_subject_1,6733d46d557efbcaf35e42fb,67351bf224aa3fd784892c3f,0.7756824483278477,total_nonsense,True
