sentence,5-Gram Log-Prob,GPT2-XL Log-Prob,PCFG Log-Prob,Arousal,Conversational,Sense,Gram.,Frequency,Imageability,Others Thoughts,Physical,Places,Valence
Headed into the town's only bar.,-2.3789254128933,-4.799985,-11.42727125,3.2857142857143,4.25,6.5882352941176,5.6470588235294,4.2941176470588,5.4285714285714,3.2857142857143,4.7333333333333,5.9285714285714,4.1538461538462
Heart really hope you'll rock it.,-3.2911753505468,-6.4318643,-10.687205,2.0,1.5625,2.9090909090909,4.0,1.4210526315789,1.3571428571429,3.75,1.9444444444444,1.0666666666667,3.5333333333333
Heavy fabric stretched on steel frames.,-3.0285168886185,-6.2704597,-12.0546,2.1666666666667,3.0625,6.0555555555556,6.3333333333333,3.625,5.8666666666667,2.4375,6.75,1.4285714285714,2.5882352941176
Hegemon is Fitz word Tang Maj.,-4.8772175993238,-9.186089,-13.8392242857143,1.3125,1.0,1.1875,2.375,1.0,1.0,1.5263157894737,1.1875,1.3571428571429,2.2352941176471
"Hel, this is a new chart.",-2.8469822066171,-5.1237392,-9.45107625,1.6428571428571,3.2307692307692,6.1666666666667,6.1666666666667,2.5625,2.8666666666667,1.2142857142857,3.4117647058824,1.4,1.7777777777778
"Hence, Buy Strawberry cough marijuana USA.",-4.1084777797971,-8.518694,-13.2117525,2.0666666666667,1.1333333333333,1.8333333333333,3.1666666666667,1.7058823529412,2.0833333333333,1.4705882352941,3.3125,2.25,1.2307692307692
Her answer was difficult to grasp.,-2.4163769653865,-4.3579454,-9.3756877142857,3.0588235294118,4.4285714285714,6.9333333333333,7.0,5.7333333333333,2.5384615384615,4.5882352941176,1.4666666666667,1.2,1.5833333333333
Her dreams remain vague and inconclusive.,-2.9282395499093,-4.8118963,-11.2579928571429,3.1428571428571,3.7142857142857,6.8888888888889,6.8888888888889,4.8571428571429,3.7142857142857,5.1875,1.4,1.7142857142857,2.8
Her energy level was too low.,-2.2620917984418,-4.2640324,-9.0795457142857,2.4166666666667,4.8461538461538,7.0,7.0,5.2666666666667,4.4736842105263,5.8,2.0769230769231,1.4705882352941,2.2857142857143
Her feathery blond hair hung limp.,-3.3905859248979,-5.2839146,-15.9159385714286,3.0,3.3125,6.7222222222222,6.4444444444444,3.625,6.6,3.4375,5.75,1.5714285714286,2.7647058823529
Her fights appliances against enormously FIN.,-4.2273282664163,-11.819152,-14.9783185714286,1.6666666666667,1.1333333333333,1.4705882352941,1.8235294117647,1.0,1.2,1.7857142857143,2.5,1.1052631578947,1.6470588235294
Her life was a horror film.,-1.819085930075,-4.200053,-9.93378,5.1428571428571,4.6923076923077,6.7647058823529,6.9411764705882,4.8571428571429,4.5,5.7142857142857,2.125,2.1666666666667,1.1875
Her only plan was to delay.,-2.4644151926041,-5.1908364,-10.8064242857143,3.1428571428571,4.1666666666667,6.8461538461538,6.6923076923077,4.5294117647059,1.625,4.6111111111111,1.6923076923077,1.1875,2.3529411764706
Her plaster trailed off to nothing.,-3.2919721688543,-6.3467703,-12.9615628571429,2.0714285714286,2.3571428571429,3.7222222222222,6.3333333333333,2.0714285714286,2.5,1.8125,3.2,1.3571428571429,2.2
Her safety is of utmost importance.,-2.2510085265551,-3.6596029,-11.2335328571429,4.1333333333333,6.0666666666667,6.9166666666667,6.8333333333333,5.1764705882353,3.4166666666667,5.4117647058824,2.1875,2.25,4.5384615384615
Her tot about putting things away!,-3.2906832013811,-7.626691,-14.6401,2.3333333333333,1.75,2.0909090909091,3.0,1.2105263157895,1.5,2.8125,2.8333333333333,1.1333333333333,2.4
Her wisdom and foresight is evident.,-2.5874967489924,-4.766766,-11.2693671428571,3.4375,3.6428571428571,6.9,6.4,5.0666666666667,2.9333333333333,5.2352941176471,1.3529411764706,1.2857142857143,4.7647058823529
Her wrist supported many gold bangles.,-3.323355776923,-6.5894213,-12.61528,2.9285714285714,3.3076923076923,6.4117647058824,6.5882352941176,3.8571428571429,5.8125,3.0714285714286,6.75,1.6666666666667,4.3125
Here are details from the auction:,-2.6003614621503,-4.0835176,-10.7694514285714,2.7058823529412,3.8666666666667,6.6470588235294,6.0,5.875,3.8125,2.0714285714286,2.5333333333333,2.2777777777778,2.7777777777778
Here is more on these platforms.,-2.4515811375209,-5.0389657,-9.9218785714286,1.2142857142857,3.8,5.1333333333333,5.2,4.1111111111111,2.3846153846154,1.8888888888889,2.0,1.9333333333333,1.9285714285714
Here is one of the uniforms.,-2.0989023170301,-4.4735804,-8.8041328571429,2.2352941176471,5.5333333333333,6.9411764705882,6.8235294117647,6.0,5.4375,2.3571428571429,5.5333333333333,1.7222222222222,2.3333333333333
"Here it comes, the unknown DNA.",-2.8538383586066,-4.9238367,-11.5450075,3.8666666666667,2.8125,5.3636363636364,6.2727272727273,2.8947368421053,2.5,3.6875,2.3333333333333,1.4,2.3333333333333
Here turn around and face me.,-3.0391114779881,-5.4146605,-11.5468771428571,3.7777777777778,5.25,5.7777777777778,5.0,5.375,3.8,3.6875,3.875,1.7857142857143,2.8823529411765
Here's what I kept telling myself.,-1.9182482510805,-3.4693189,-9.5858,2.5833333333333,5.3076923076923,6.7333333333333,6.4666666666667,5.3333333333333,2.5789473684211,4.4666666666667,1.0769230769231,1.1176470588235,3.3571428571429
Hey kido u made me smile.,-3.5169258075101,-5.675184,-13.3618485714286,3.2142857142857,4.0769230769231,6.5833333333333,4.5833333333333,3.1875,4.2,4.6428571428571,3.5294117647059,1.5333333333333,4.6666666666667
High gloss white front with bla..,-3.5024584531784,-6.6843405,-18.0176833333333,1.5,1.9285714285714,3.1666666666667,3.7222222222222,1.2857142857143,2.7142857142857,1.0,2.3333333333333,1.7142857142857,2.0666666666667
His Lever to this lowly etc.,-3.4336624877261,-9.439109,-13.3407757142857,1.4375,1.0,1.7,2.6,1.3333333333333,1.1333333333333,1.7647058823529,2.1764705882353,1.0,1.7647058823529
His catch: three top phone reps.,-3.6913851499557,-7.318043,-12.27113875,2.2142857142857,2.0,3.6923076923077,4.3076923076923,1.9411764705882,2.1875,2.1111111111111,2.1538461538462,1.125,2.0588235294118
"His cell was functional, if unoriginal.",-3.3311957291194,-5.508682,-11.09180125,2.1333333333333,2.25,5.1818181818182,5.8181818181818,2.7894736842105,3.5,3.625,3.1666666666667,2.5333333333333,3.0666666666667
His demeanor was cynical and angry.,-2.8525910547801,-5.0203934,-9.6139785714286,4.7142857142857,4.5833333333333,7.0,7.0,4.9411764705882,4.875,6.2222222222222,2.6923076923077,1.25,1.9411764705882
His hand descended towards the king.,-2.473676362208,-5.8967557,-11.3361028571429,3.6428571428571,2.3333333333333,6.1333333333333,6.8,3.5,5.3846153846154,4.5555555555556,4.5,2.3333333333333,2.4285714285714
His knee pressed on my neck.,-2.7375638484955,-5.6378026,-12.2918942857143,5.5,3.375,6.625,6.6875,3.6666666666667,6.4,5.5789473684211,5.125,2.6428571428571,1.4117647058824
His leg is too badly damaged.,-2.0483196143593,-4.6701465,-10.3182514285714,3.8,5.4285714285714,6.6666666666667,6.4666666666667,3.9285714285714,6.0,5.1428571428571,4.3571428571429,2.0,1.0833333333333
His lungs were filling with blood.,-2.8412758197103,-3.942176,-11.40563,5.4285714285714,4.7142857142857,6.8888888888889,6.8333333333333,5.2857142857143,5.5714285714286,5.5,4.7333333333333,2.0,1.6
His mental anxiety had no outlet.,-3.0165485143662,-6.1186905,-12.7656714285714,3.6,4.5,6.5333333333333,6.8666666666667,4.5714285714286,4.0,5.5714285714286,1.7142857142857,1.1428571428571,1.0833333333333
His mind sought a rational explanation.,-2.6426707591329,-5.0241046,-10.5510428571429,3.2857142857143,3.4375,6.8823529411765,6.8823529411765,3.7058823529412,3.3571428571429,5.4285714285714,1.8,1.1428571428571,3.3846153846154
His organization did some fantastic work.,-3.1002559661865,-5.5256386,-11.4561542857143,3.75,5.6428571428571,7.0,7.0,5.1333333333333,3.3333333333333,4.7058823529412,2.1764705882353,1.7857142857143,4.3529411764706
His pants were clean white jeans.,-3.2475627660751,-5.3530736,-13.17118,2.3571428571429,5.0769230769231,6.75,6.5833333333333,4.4375,6.6666666666667,3.2142857142857,4.4705882352941,1.4666666666667,2.8333333333333
His parents are from Hong Kong.,-1.7767199050036,-3.8783154,-9.6645828571429,2.6875,6.0,7.0,7.0,5.5625,3.8125,3.8235294117647,2.2,3.9473684210526,3.0625
His pigment turned a little roguish.,-3.4870976209641,-5.433942,-12.4867271428571,3.375,2.4285714285714,5.1,5.9,3.3333333333333,4.4,4.2352941176471,2.5294117647059,1.4285714285714,2.1176470588235
His preference for basketball over golf.,-3.0108167571681,-5.239466,-13.31602,1.6875,3.9166666666667,6.0909090909091,4.2727272727273,2.875,3.25,4.4705882352941,4.4666666666667,1.9473684210526,3.625
His skin was waxy and grey.,-2.8191600186484,-3.9896224,-11.9401285714286,3.0714285714286,3.75,6.9411764705882,6.9411764705882,3.8235294117647,6.0714285714286,4.2857142857143,4.2666666666667,1.5714285714286,2.2307692307692
His sorrow gave way to anger.,-2.7221975560699,-4.1804104,-12.3603357142857,4.3333333333333,2.5625,6.8181818181818,6.8181818181818,4.7368421052632,4.4285714285714,6.5,1.6111111111111,1.6666666666667,1.2666666666667
His soul sang with the music.,-2.42505386046,-4.7299223,-11.0152785714286,4.7142857142857,3.5,6.6923076923077,6.8461538461538,4.2352941176471,3.4375,6.0555555555556,3.0,1.8125,6.0588235294118
His stomach pains worsened with time.,-2.6096796563693,-5.2154803,-13.3710714285714,3.8888888888889,5.75,6.8888888888889,6.8888888888889,5.75,4.2666666666667,5.1875,3.6875,1.1428571428571,1.2941176470588
His tea was black but sweetened.,-3.4307798828397,-4.896988,-11.4900471428571,2.2352941176471,3.8571428571429,6.7333333333333,6.5333333333333,5.2,5.9230769230769,3.0588235294118,5.2,1.7333333333333,4.1666666666667
"Hol, your kids are so mobile.",-3.3605656112943,-5.7871666,-11.04744125,2.0,2.7058823529412,5.0,6.0,1.8235294117647,3.1875,3.1875,2.0,1.3333333333333,3.0625
"Home Value Appreciation Stops Falling, Begi..",-4.1982073187828,-7.1938353,-17.2397728571429,1.375,1.25,3.9090909090909,4.1818181818182,1.5625,1.5,1.6470588235294,2.2666666666667,1.4736842105263,2.0625
Home What's On Stage MAMMA MIA!,-2.4562378916889,-5.277493,-14.95543875,2.625,1.3125,2.625,2.375,1.3333333333333,2.6,1.8947368421053,2.625,2.5714285714286,3.4117647058824
"Honest answer is, I'm not sure.",-2.1906838193536,-3.3612714,-9.6230044444444,1.5,6.3333333333333,6.9090909090909,5.6363636363636,5.625,1.75,5.0588235294118,1.1333333333333,1.0,2.8125
Honestly's raising -- he's got a life.,-2.8986446128951,-6.2250605,-10.822158,2.3333333333333,1.7647058823529,2.375,3.6875,1.1428571428571,1.2307692307692,3.2,1.4666666666667,1.125,2.7142857142857
Hope is indeed a wonderful thing.,-2.3009834630149,-3.583306,-10.1372357142857,3.9285714285714,5.6470588235294,6.9444444444444,6.8333333333333,6.0,3.0625,5.375,1.0,1.1666666666667,6.5
"Horrible, fraudulent, will never ever recommend.",-3.9149650846209,-5.0639853,-10.9912555555556,4.1428571428571,3.6,6.4,5.0666666666667,4.0555555555556,2.1538461538462,4.9444444444444,1.2857142857143,1.2666666666667,1.2857142857143
Hotel is just around the corner.,-2.0785614273378,-3.246861,-9.64555,2.5,6.0,6.9230769230769,6.2307692307692,4.5882352941176,4.75,2.7777777777778,5.4615384615385,5.8125,3.8235294117647
How Do I cool My guitar?,-2.803732241903,-5.948737,-11.9636442857143,2.5882352941176,1.8571428571429,3.4666666666667,4.4666666666667,1.2666666666667,1.5384615384615,2.8823529411765,4.2,1.6,1.6666666666667
How can they just expel you?,-2.8229924099786,-4.921839,-9.12621,4.1875,6.1666666666667,6.9090909090909,6.5454545454545,4.6875,2.6875,5.2352941176471,2.2666666666667,1.0,1.6875
How can you choose this lifestyle?,-2.386610695294,-4.6778555,-10.8423542857143,3.3333333333333,5.8461538461538,6.9333333333333,7.0,5.7333333333333,2.5789473684211,5.1333333333333,1.1538461538462,1.8823529411765,2.0714285714286
How debilitating the sensory issues are.,-3.7133695568357,-5.3591704,-13.0246757142857,2.8571428571429,3.5384615384615,5.8235294117647,5.2352941176471,3.0,3.0625,2.8571428571429,2.75,1.1666666666667,1.75
How do we compare to others?,-2.2334200739861,-3.1140835,-9.6403685714286,2.7333333333333,5.7058823529412,6.9375,6.9375,5.5714285714286,2.3076923076923,4.8,2.0,1.0,2.6428571428571
How do you like your coffee?,-2.0732226903949,-2.4607701,-9.9387557142857,2.6875,6.8125,7.0,7.0,5.8666666666667,4.9333333333333,4.2105263157895,4.4375,3.0714285714286,4.5882352941176
How do you want to feel?,-1.6070974873645,-2.8769474,-8.7169788571429,3.5714285714286,6.1764705882353,6.4444444444444,6.6111111111111,5.7647058823529,2.6875,5.6875,1.0769230769231,1.1666666666667,3.9375
How does billing and collection work?,-3.3478321518217,-3.8795803,-11.2689842857143,2.3888888888889,4.4666666666667,6.8823529411765,6.5882352941176,5.2307692307692,2.7333333333333,3.0,1.625,1.2631578947368,2.5882352941176
How does he look up close?,-2.4744314125606,-4.6811843,-9.3791985714286,2.5333333333333,5.875,6.8181818181818,6.7272727272727,5.1052631578947,2.9285714285714,4.3125,2.1111111111111,2.2666666666667,2.6666666666667
How is the weather in Spain?,-1.8335001979555,-3.723716,-8.6728685714286,2.4705882352941,6.1333333333333,7.0,7.0,5.9375,4.5,3.3571428571429,1.6666666666667,5.6111111111111,3.0
How long can that go on?,-2.5143229280199,-3.4319499,-9.8662971428571,3.5,5.9230769230769,6.8666666666667,6.9333333333333,6.3333333333333,2.4210526315789,4.0,1.4615384615385,1.5294117647059,2.7142857142857
How many can I connect together?,-2.9634623612676,-4.452684,-12.4649985714286,3.0588235294118,5.6666666666667,6.9411764705882,6.8823529411765,5.875,3.5625,3.3571428571429,2.8666666666667,1.2222222222222,2.9444444444444
How much time do you have?,-2.2884293624333,-2.5099165,-10.15558,2.875,6.7142857142857,7.0,7.0,6.6,2.8666666666667,3.4705882352941,1.3529411764706,1.9285714285714,2.5882352941176
How reliable essay writing service uk.,-3.8202467645918,-6.20491,-15.20897,1.2857142857143,1.1538461538462,3.5294117647059,3.2352941176471,1.6428571428571,1.6875,1.2857142857143,1.75,1.5,1.875
How should I carry your bag?,-2.8444800376892,-4.245417,-10.8045142857143,2.6875,5.8571428571429,6.8,7.0,5.2,4.7333333333333,3.5882352941176,5.5882352941176,1.7142857142857,3.1764705882353
How sturdy is the coffee table?,-3.0824474947793,-4.4397373,-11.6866657142857,2.7058823529412,5.5,7.0,7.0,4.6,4.1538461538462,2.6470588235294,6.0,2.4666666666667,2.5833333333333
How to create a personalized chart.,-2.6350164796625,-4.4482336,-10.9705171428571,1.6428571428571,2.7647058823529,6.6666666666667,5.7222222222222,4.7647058823529,3.625,2.75,3.4615384615385,1.0833333333333,4.0
How's good at this relationship stuff.,-2.8918634131551,-5.7353497,-10.85589875,1.9166666666667,1.4615384615385,3.2,3.9333333333333,1.3333333333333,1.4210526315789,2.7333333333333,1.1538461538462,1.4117647058824,2.9285714285714
"However, that wasn't an immediate improvement.",-2.0717332409695,-3.6655815,-7.8035023333333,2.4705882352941,4.1333333333333,6.5882352941176,6.6470588235294,5.75,3.125,2.2142857142857,1.5333333333333,1.2222222222222,1.8333333333333
"However, they were much too large.",-1.779909329755,-4.178053,-7.196252625,3.4375,4.9375,6.625,6.5625,4.2,4.6,2.7368421052632,3.25,2.3571428571429,2.5294117647059
Humanitarian Aid Cover Letter Shalomhouse Us.,-3.4053726891677,-7.552861,-16.5174142857143,1.4375,1.3333333333333,1.9090909090909,2.1818181818182,1.25,1.375,1.1176470588235,2.2666666666667,1.2631578947368,1.8125
Humanitarian outreach and consolidation of control.,-3.0733436431204,-5.305887,-13.1538471428571,2.2857142857143,2.2142857142857,4.8888888888889,5.0555555555556,2.5,2.0714285714286,1.875,2.0,1.6428571428571,2.6666666666667
Hunt more than rabbits or deer.,-3.1212636998722,-5.676098,-13.3315428571429,2.9444444444444,2.4,5.4705882352941,4.5882352941176,2.6923076923077,3.5333333333333,2.5,4.8125,3.8947368421053,2.3529411764706
I Luv U SO much Forever.,-3.0179108296122,-6.4242773,-14.8450757142857,4.0,4.625,6.5454545454545,3.7272727272727,3.4210526315789,2.5714285714286,6.0625,1.1666666666667,1.7333333333333,6.0666666666667
I McAuliffe the old Reform's antid!,-3.6030694246292,-9.495708,-13.42061625,2.0,1.1428571428571,1.1,2.5,1.0,1.0666666666667,1.2941176470588,1.7058823529412,1.0,1.5294117647059
I am Bernard to do Guant.,-2.6606137553851,-8.304715,-11.6488871428571,1.5333333333333,1.2941176470588,2.25,3.0,1.0,1.6153846153846,1.6666666666667,1.6,1.125,1.7857142857143
I am Steven Segal's litigation attorney.,-3.291043639183,-5.0924826,-10.763545,2.7142857142857,3.8,6.9333333333333,6.8,2.9444444444444,4.3076923076923,3.4444444444444,2.2857142857143,1.6,2.2142857142857
"I am from Belgium and you,??",-2.446331339223,-5.6092906,-11.0000777777778,2.5,4.5384615384615,6.8,5.0666666666667,3.6,3.4736842105263,4.2666666666667,1.6923076923077,4.0588235294118,3.8571428571429
I am really proud of her.,-1.4102599493095,-3.3670182,-8.9848285714286,3.5333333333333,6.7142857142857,7.0,6.9333333333333,5.9285714285714,3.9333333333333,6.2142857142857,1.9285714285714,1.3571428571429,5.6666666666667
"I antidepress, sitting up in Hun.",-2.8941114942233,-9.961623,-11.00284875,1.8571428571429,1.3333333333333,1.3076923076923,2.7692307692308,1.1176470588235,1.3125,2.4444444444444,1.3076923076923,1.125,1.5882352941176
I believe in the factual system.,-2.3126230325018,-5.0852613,-8.6063514285714,1.7142857142857,4.3076923076923,6.3333333333333,6.8333333333333,3.4375,2.8,3.7857142857143,1.6470588235294,1.0666666666667,1.8888888888889
I blew up and confronted O.J.,-2.4443762414157,-4.801494,-11.71028,5.2142857142857,4.2307692307692,6.8333333333333,6.6666666666667,2.875,4.6,6.0714285714286,5.2352941176471,1.6666666666667,1.3333333333333
I came into this process divor.,-2.1394311189651,-7.3926945,-10.3234742857143,2.0625,2.4166666666667,2.0909090909091,3.8181818181818,1.75,1.3125,2.6470588235294,1.4,1.1052631578947,1.9375
I can see the oak tree.,-1.8869253737586,-3.9967194,-9.0077142857143,2.5625,6.1666666666667,7.0,7.0,6.4375,6.125,4.4705882352941,6.2666666666667,6.2631578947368,4.375
I cannot debate the truth fact.,-3.0520441532135,-6.0255604,-9.925745,2.6428571428571,2.1764705882353,4.1111111111111,3.3888888888889,2.1176470588235,1.5625,3.625,1.0769230769231,1.0,2.375
I certainly wouldn't wear dress pants.,-2.3366498432588,-4.6728444,-10.1654375,2.7142857142857,5.9285714285714,7.0,6.9444444444444,6.0,5.1428571428571,4.5625,4.6666666666667,2.0714285714286,2.8666666666667
I could not escape this obligation.,-2.1077134864671,-4.7179213,-8.9197885714286,3.2666666666667,5.3571428571429,6.8,6.8666666666667,4.6428571428571,3.0,4.9285714285714,1.9285714285714,1.4285714285714,1.25
I could not utter a sound.,-2.4508807744299,-4.1370854,-9.8689557142857,3.6666666666667,4.4,6.9411764705882,6.8823529411765,5.6923076923077,4.2666666666667,4.4285714285714,1.9375,1.1052631578947,1.9411764705882
I couldn't help laughing with him.,-1.8119186282856,-3.9164357,-8.415415,3.8125,5.4285714285714,6.5,6.1,6.0,4.4,6.0,3.0,1.4285714285714,5.2941176470588
I dared him to do it.,-2.0509727597237,-3.4270546,-9.1173557142857,4.5,6.1666666666667,7.0,6.9090909090909,6.25,3.375,5.7058823529412,2.2666666666667,1.0,2.625
