,sentence,layer,improbable_impossible_projection,impossible_inconceivable_projection,improbable_inconceivable_projection
9122,Do not betray me in this.,22,2768.0,-4800.0,-2024.0
9123,Do not betray me in this.,23,4192.0,-4928.0,-720.0
9124,Do not betray me in this.,24,4320.0,-5152.0,-824.0
9125,Do not betray me in this.,25,3456.0,3776.0,7232.0
9126,"And she smiled, a little nervously.",0,-3.921875,6.53125,2.609375
9127,"And she smiled, a little nervously.",1,-4.4375,-6.125,-10.6875
9128,"And she smiled, a little nervously.",2,1.3828125,3.96875,5.375
9129,"And she smiled, a little nervously.",3,14.25,27.0,41.25
9130,"And she smiled, a little nervously.",4,-11.125,2.03125,-9.25
9131,"And she smiled, a little nervously.",5,40.25,104.0,145.0
9132,"And she smiled, a little nervously.",6,-34.0,-84.0,-118.5
9133,"And she smiled, a little nervously.",7,-35.75,-354.0,-388.0
9134,"And she smiled, a little nervously.",8,-51.0,-384.0,-434.0
9135,"And she smiled, a little nervously.",9,23.375,-157.0,-135.0
9136,"And she smiled, a little nervously.",10,123.5,-732.0,-608.0
9137,"And she smiled, a little nervously.",11,242.0,-1000.0,-756.0
9138,"And she smiled, a little nervously.",12,-4.5625,-904.0,-904.0
9139,"And she smiled, a little nervously.",13,384.0,-1368.0,-988.0
9140,"And she smiled, a little nervously.",14,636.0,-1608.0,-972.0
9141,"And she smiled, a little nervously.",15,195.0,-2576.0,-2368.0
9142,"And she smiled, a little nervously.",16,528.0,-2576.0,-2048.0
9143,"And she smiled, a little nervously.",17,272.0,-2624.0,-2352.0
9144,"And she smiled, a little nervously.",18,720.0,-4000.0,-3280.0
9145,"And she smiled, a little nervously.",19,430.0,-3664.0,-3232.0
9146,"And she smiled, a little nervously.",20,884.0,-3120.0,-2240.0
9147,"And she smiled, a little nervously.",21,1840.0,-3280.0,-1432.0
9148,"And she smiled, a little nervously.",22,1968.0,-4768.0,-2816.0
9149,"And she smiled, a little nervously.",23,3168.0,-5056.0,-1872.0
9150,"And she smiled, a little nervously.",24,2768.0,-4928.0,-2160.0
9151,"And she smiled, a little nervously.",25,1280.0,4416.0,5664.0
9152,How can they just expel you?,0,-4.0625,13.625,9.5625
9153,How can they just expel you?,1,-6.96875,-9.1875,-16.25
9154,How can they just expel you?,2,-0.294921875,-0.279296875,-0.58203125
9155,How can they just expel you?,3,34.0,11.375,45.25
9156,How can they just expel you?,4,-3.359375,-34.5,-38.25
9157,How can they just expel you?,5,93.5,112.0,206.0
9158,How can they just expel you?,6,-11.0,-117.0,-129.0
9159,How can they just expel you?,7,5.90625,-464.0,-456.0
9160,How can they just expel you?,8,-5.71875,-556.0,-560.0
9161,How can they just expel you?,9,77.5,-236.0,-160.0
9162,How can they just expel you?,10,190.0,-876.0,-688.0
9163,How can they just expel you?,11,468.0,-1328.0,-852.0
9164,How can they just expel you?,12,280.0,-1192.0,-904.0
9165,How can they just expel you?,13,640.0,-1728.0,-1088.0
9166,How can they just expel you?,14,944.0,-2016.0,-1072.0
9167,How can they just expel you?,15,444.0,-3504.0,-3056.0
9168,How can they just expel you?,16,736.0,-3440.0,-2720.0
9169,How can they just expel you?,17,476.0,-3824.0,-3344.0
9170,How can they just expel you?,18,884.0,-5504.0,-4608.0
9171,How can they just expel you?,19,604.0,-5312.0,-4704.0
9172,How can they just expel you?,20,1256.0,-5504.0,-4256.0
9173,How can they just expel you?,21,2592.0,-6304.0,-3696.0
9174,How can they just expel you?,22,2944.0,-8160.0,-5184.0
9175,How can they just expel you?,23,4320.0,-8704.0,-4416.0
9176,How can they just expel you?,24,4000.0,-9280.0,-5280.0
9177,How can they just expel you?,25,2752.0,-2112.0,640.0
9178,"And with your arrogance, it seems.",0,-3.6875,7.59375,3.921875
9179,"And with your arrogance, it seems.",1,-3.703125,-5.46875,-9.125
9180,"And with your arrogance, it seems.",2,2.015625,9.125,11.1875
9181,"And with your arrogance, it seems.",3,36.25,71.0,107.0
9182,"And with your arrogance, it seems.",4,7.0625,50.75,57.75
9183,"And with your arrogance, it seems.",5,95.0,209.0,304.0
9184,"And with your arrogance, it seems.",6,1.625,-23.375,-21.375
9185,"And with your arrogance, it seems.",7,34.0,-226.0,-191.0
9186,"And with your arrogance, it seems.",8,38.25,-160.0,-122.0
9187,"And with your arrogance, it seems.",9,138.0,40.25,178.0
9188,"And with your arrogance, it seems.",10,276.0,-420.0,-145.0
9189,"And with your arrogance, it seems.",11,468.0,-524.0,-55.0
9190,"And with your arrogance, it seems.",12,414.0,-608.0,-191.0
9191,"And with your arrogance, it seems.",13,948.0,-892.0,53.0
9192,"And with your arrogance, it seems.",14,1288.0,-1208.0,80.0
9193,"And with your arrogance, it seems.",15,816.0,-2208.0,-1392.0
9194,"And with your arrogance, it seems.",16,1248.0,-2432.0,-1184.0
9195,"And with your arrogance, it seems.",17,904.0,-2848.0,-1944.0
9196,"And with your arrogance, it seems.",18,1296.0,-4352.0,-3040.0
9197,"And with your arrogance, it seems.",19,988.0,-3984.0,-2992.0
9198,"And with your arrogance, it seems.",20,1600.0,-3984.0,-2384.0
9199,"And with your arrogance, it seems.",21,3264.0,-4192.0,-924.0
9200,"And with your arrogance, it seems.",22,3536.0,-5856.0,-2320.0
9201,"And with your arrogance, it seems.",23,5024.0,-6496.0,-1480.0
9202,"And with your arrogance, it seems.",24,5216.0,-7136.0,-1896.0
9203,"And with your arrogance, it seems.",25,5216.0,656.0,5856.0
9204,We have to go single file.,0,-3.796875,-0.89453125,-4.65625
9205,We have to go single file.,1,-5.59375,-26.5,-32.0
9206,We have to go single file.,2,-1.9375,-12.9375,-14.875
9207,We have to go single file.,3,42.75,20.375,63.25
9208,We have to go single file.,4,-9.5625,-38.75,-48.5
9209,We have to go single file.,5,89.5,118.5,209.0
9210,We have to go single file.,6,-16.5,-86.5,-103.5
9211,We have to go single file.,7,-0.6640625,-412.0,-412.0
9212,We have to go single file.,8,-20.5,-486.0,-506.0
9213,We have to go single file.,9,43.0,-253.0,-210.0
9214,We have to go single file.,10,115.5,-744.0,-632.0
9215,We have to go single file.,11,199.0,-1208.0,-1004.0
9216,We have to go single file.,12,-26.75,-1056.0,-1080.0
9217,We have to go single file.,13,364.0,-1792.0,-1424.0
9218,We have to go single file.,14,560.0,-1968.0,-1408.0
9219,We have to go single file.,15,194.0,-3664.0,-3456.0
9220,We have to go single file.,16,486.0,-3616.0,-3152.0
9221,We have to go single file.,17,-42.5,-3568.0,-3632.0
9222,We have to go single file.,18,528.0,-4992.0,-4448.0
9223,We have to go single file.,19,104.5,-4288.0,-4192.0
9224,We have to go single file.,20,468.0,-4192.0,-3744.0
9225,We have to go single file.,21,1672.0,-4608.0,-2928.0
9226,We have to go single file.,22,1624.0,-6208.0,-4576.0
9227,We have to go single file.,23,2896.0,-6464.0,-3568.0
9228,We have to go single file.,24,2576.0,-6592.0,-4016.0
9229,We have to go single file.,25,1012.0,4064.0,5056.0
9230,He sneered contemptuously at the Daimons.,0,-3.4375,-1.03125,-4.46875
9231,He sneered contemptuously at the Daimons.,1,-6.0,-12.8125,-18.875
9232,He sneered contemptuously at the Daimons.,2,-1.7421875,-7.71875,-9.4375
9233,He sneered contemptuously at the Daimons.,3,23.625,-6.25,17.25
9234,He sneered contemptuously at the Daimons.,4,-4.3125,-40.5,-44.75
9235,He sneered contemptuously at the Daimons.,5,108.5,151.0,260.0
9236,He sneered contemptuously at the Daimons.,6,3.171875,-107.0,-104.0
9237,He sneered contemptuously at the Daimons.,7,10.5,-516.0,-502.0
9238,He sneered contemptuously at the Daimons.,8,1.3203125,-544.0,-544.0
9239,He sneered contemptuously at the Daimons.,9,141.0,-284.0,-145.0
9240,He sneered contemptuously at the Daimons.,10,348.0,-956.0,-612.0
9241,He sneered contemptuously at the Daimons.,11,748.0,-1360.0,-608.0
9242,He sneered contemptuously at the Daimons.,12,346.0,-1032.0,-680.0
9243,He sneered contemptuously at the Daimons.,13,804.0,-1712.0,-912.0
9244,He sneered contemptuously at the Daimons.,14,1032.0,-1864.0,-828.0
9245,He sneered contemptuously at the Daimons.,15,652.0,-3232.0,-2576.0
9246,He sneered contemptuously at the Daimons.,16,1008.0,-3184.0,-2176.0
9247,He sneered contemptuously at the Daimons.,17,420.0,-2800.0,-2400.0
9248,He sneered contemptuously at the Daimons.,18,868.0,-4048.0,-3184.0
9249,He sneered contemptuously at the Daimons.,19,366.0,-3728.0,-3360.0
9250,He sneered contemptuously at the Daimons.,20,740.0,-3520.0,-2784.0
9251,He sneered contemptuously at the Daimons.,21,1808.0,-3616.0,-1808.0
9252,He sneered contemptuously at the Daimons.,22,1880.0,-5344.0,-3472.0
9253,He sneered contemptuously at the Daimons.,23,3104.0,-5568.0,-2464.0
9254,He sneered contemptuously at the Daimons.,24,2912.0,-6016.0,-3104.0
9255,He sneered contemptuously at the Daimons.,25,1536.0,1856.0,3392.0
9256,"Cod, orange roughy, salmon, and tuna.",0,-2.609375,-8.8125,-11.4375
9257,"Cod, orange roughy, salmon, and tuna.",1,-7.5625,-38.5,-46.0
9258,"Cod, orange roughy, salmon, and tuna.",2,-3.375,-33.25,-36.5
9259,"Cod, orange roughy, salmon, and tuna.",3,19.375,-67.5,-48.5
9260,"Cod, orange roughy, salmon, and tuna.",4,-18.375,-120.0,-138.0
9261,"Cod, orange roughy, salmon, and tuna.",5,32.25,-43.25,-10.375
9262,"Cod, orange roughy, salmon, and tuna.",6,-72.0,-236.0,-308.0
9263,"Cod, orange roughy, salmon, and tuna.",7,-79.0,-584.0,-660.0
9264,"Cod, orange roughy, salmon, and tuna.",8,-117.0,-716.0,-832.0
9265,"Cod, orange roughy, salmon, and tuna.",9,-98.0,-548.0,-648.0
9266,"Cod, orange roughy, salmon, and tuna.",10,-35.5,-1032.0,-1072.0
9267,"Cod, orange roughy, salmon, and tuna.",11,17.125,-1536.0,-1520.0
9268,"Cod, orange roughy, salmon, and tuna.",12,-180.0,-1328.0,-1504.0
9269,"Cod, orange roughy, salmon, and tuna.",13,105.5,-2080.0,-1976.0
9270,"Cod, orange roughy, salmon, and tuna.",14,294.0,-2240.0,-1944.0
9271,"Cod, orange roughy, salmon, and tuna.",15,48.75,-3680.0,-3616.0
9272,"Cod, orange roughy, salmon, and tuna.",16,165.0,-4224.0,-4080.0
9273,"Cod, orange roughy, salmon, and tuna.",17,-352.0,-3952.0,-4320.0
9274,"Cod, orange roughy, salmon, and tuna.",18,-99.5,-5472.0,-5568.0
9275,"Cod, orange roughy, salmon, and tuna.",19,-528.0,-5120.0,-5632.0
9276,"Cod, orange roughy, salmon, and tuna.",20,-214.0,-5088.0,-5312.0
9277,"Cod, orange roughy, salmon, and tuna.",21,560.0,-5600.0,-5024.0
9278,"Cod, orange roughy, salmon, and tuna.",22,512.0,-7392.0,-6880.0
9279,"Cod, orange roughy, salmon, and tuna.",23,1232.0,-8000.0,-6752.0
9280,"Cod, orange roughy, salmon, and tuna.",24,632.0,-8896.0,-8256.0
9281,"Cod, orange roughy, salmon, and tuna.",25,-1192.0,-436.0,-1664.0
9282,"Precious, beautiful, worth seeking the best.",0,-2.0,3.28125,1.2578125
9283,"Precious, beautiful, worth seeking the best.",1,-4.21875,-17.625,-21.875
9284,"Precious, beautiful, worth seeking the best.",2,0.82421875,-8.0625,-7.21875
9285,"Precious, beautiful, worth seeking the best.",3,45.75,46.75,92.5
9286,"Precious, beautiful, worth seeking the best.",4,7.9375,3.59375,11.1875
9287,"Precious, beautiful, worth seeking the best.",5,120.0,192.0,312.0
9288,"Precious, beautiful, worth seeking the best.",6,11.5,-19.0,-7.28125
9289,"Precious, beautiful, worth seeking the best.",7,38.75,-354.0,-314.0
9290,"Precious, beautiful, worth seeking the best.",8,24.625,-476.0,-450.0
9291,"Precious, beautiful, worth seeking the best.",9,122.5,-167.0,-45.0
9292,"Precious, beautiful, worth seeking the best.",10,256.0,-660.0,-404.0
9293,"Precious, beautiful, worth seeking the best.",11,440.0,-964.0,-520.0
9294,"Precious, beautiful, worth seeking the best.",12,294.0,-824.0,-528.0
9295,"Precious, beautiful, worth seeking the best.",13,792.0,-1032.0,-246.0
9296,"Precious, beautiful, worth seeking the best.",14,1072.0,-1272.0,-192.0
9297,"Precious, beautiful, worth seeking the best.",15,792.0,-2496.0,-1704.0
9298,"Precious, beautiful, worth seeking the best.",16,1072.0,-2816.0,-1744.0
9299,"Precious, beautiful, worth seeking the best.",17,516.0,-2720.0,-2192.0
9300,"Precious, beautiful, worth seeking the best.",18,864.0,-4384.0,-3504.0
9301,"Precious, beautiful, worth seeking the best.",19,193.0,-3600.0,-3408.0
9302,"Precious, beautiful, worth seeking the best.",20,612.0,-3632.0,-3024.0
9303,"Precious, beautiful, worth seeking the best.",21,1888.0,-3392.0,-1504.0
9304,"Precious, beautiful, worth seeking the best.",22,1824.0,-4800.0,-2976.0
9305,"Precious, beautiful, worth seeking the best.",23,2864.0,-5024.0,-2160.0
9306,"Precious, beautiful, worth seeking the best.",24,2864.0,-6016.0,-3152.0
9307,"Precious, beautiful, worth seeking the best.",25,1472.0,2848.0,4288.0
9308,"Sparrows and pigeons, no other birds.",0,-3.65625,-2.890625,-6.53125
9309,"Sparrows and pigeons, no other birds.",1,-6.15625,-23.375,-29.625
9310,"Sparrows and pigeons, no other birds.",2,-1.7421875,-14.6875,-16.375
9311,"Sparrows and pigeons, no other birds.",3,31.0,-9.8125,20.75
9312,"Sparrows and pigeons, no other birds.",4,-4.65625,-46.75,-51.5
9313,"Sparrows and pigeons, no other birds.",5,77.5,96.0,175.0
9314,"Sparrows and pigeons, no other birds.",6,-1.9921875,-85.5,-87.5
9315,"Sparrows and pigeons, no other birds.",7,8.0625,-528.0,-516.0
9316,"Sparrows and pigeons, no other birds.",8,-15.4375,-588.0,-600.0
9317,"Sparrows and pigeons, no other birds.",9,57.75,-350.0,-294.0
9318,"Sparrows and pigeons, no other birds.",10,173.0,-856.0,-688.0
9319,"Sparrows and pigeons, no other birds.",11,310.0,-1256.0,-940.0
9320,"Sparrows and pigeons, no other birds.",12,115.5,-1120.0,-1004.0
9321,"Sparrows and pigeons, no other birds.",13,504.0,-1936.0,-1432.0
9322,"Sparrows and pigeons, no other birds.",14,836.0,-2160.0,-1328.0
9323,"Sparrows and pigeons, no other birds.",15,248.0,-3424.0,-3168.0
9324,"Sparrows and pigeons, no other birds.",16,544.0,-4032.0,-3488.0
9325,"Sparrows and pigeons, no other birds.",17,-3.1875,-4128.0,-4160.0
9326,"Sparrows and pigeons, no other birds.",18,272.0,-5920.0,-5664.0
9327,"Sparrows and pigeons, no other birds.",19,-233.0,-5248.0,-5472.0
9328,"Sparrows and pigeons, no other birds.",20,137.0,-5280.0,-5152.0
9329,"Sparrows and pigeons, no other birds.",21,1032.0,-5984.0,-4928.0
9330,"Sparrows and pigeons, no other birds.",22,992.0,-8192.0,-7200.0
9331,"Sparrows and pigeons, no other birds.",23,1872.0,-9024.0,-7168.0
9332,"Sparrows and pigeons, no other birds.",24,1312.0,-11136.0,-9792.0
9333,"Sparrows and pigeons, no other birds.",25,-1168.0,-2864.0,-4064.0
9334,Their hearts beat in rhythm together.,0,-3.328125,5.5,2.234375
9335,Their hearts beat in rhythm together.,1,-4.125,-12.9375,-17.125
9336,Their hearts beat in rhythm together.,2,0.953125,-4.59375,-3.640625
9337,Their hearts beat in rhythm together.,3,19.0,2.171875,21.125
9338,Their hearts beat in rhythm together.,4,-15.5,-40.75,-56.25
9339,Their hearts beat in rhythm together.,5,60.5,81.5,142.0
9340,Their hearts beat in rhythm together.,6,-35.5,-136.0,-172.0
9341,Their hearts beat in rhythm together.,7,-30.625,-466.0,-496.0
9342,Their hearts beat in rhythm together.,8,-39.5,-564.0,-604.0
9343,Their hearts beat in rhythm together.,9,58.0,-298.0,-241.0
9344,Their hearts beat in rhythm together.,10,140.0,-800.0,-660.0
9345,Their hearts beat in rhythm together.,11,340.0,-1136.0,-788.0
9346,Their hearts beat in rhythm together.,12,212.0,-920.0,-704.0
9347,Their hearts beat in rhythm together.,13,620.0,-1552.0,-932.0
9348,Their hearts beat in rhythm together.,14,888.0,-1760.0,-872.0
9349,Their hearts beat in rhythm together.,15,632.0,-3248.0,-2608.0
9350,Their hearts beat in rhythm together.,16,1232.0,-3616.0,-2400.0
9351,Their hearts beat in rhythm together.,17,452.0,-3344.0,-2912.0
9352,Their hearts beat in rhythm together.,18,924.0,-4992.0,-4064.0
9353,Their hearts beat in rhythm together.,19,352.0,-4416.0,-4048.0
9354,Their hearts beat in rhythm together.,20,804.0,-4192.0,-3376.0
9355,Their hearts beat in rhythm together.,21,1904.0,-4384.0,-2496.0
9356,Their hearts beat in rhythm together.,22,1912.0,-6016.0,-4096.0
9357,Their hearts beat in rhythm together.,23,2848.0,-6656.0,-3808.0
9358,Their hearts beat in rhythm together.,24,2560.0,-7200.0,-4640.0
9359,Their hearts beat in rhythm together.,25,342.0,-3376.0,-3040.0
9360,"General personality: Generous, conscientious, amiable, loyal.",0,-2.234375,-0.2265625,-2.4375
9361,"General personality: Generous, conscientious, amiable, loyal.",1,-5.09375,-15.6875,-20.75
9362,"General personality: Generous, conscientious, amiable, loyal.",2,-1.75,-10.375,-12.125
9363,"General personality: Generous, conscientious, amiable, loyal.",3,13.25,9.3125,22.375
9364,"General personality: Generous, conscientious, amiable, loyal.",4,-19.75,-16.0,-36.0
9365,"General personality: Generous, conscientious, amiable, loyal.",5,43.5,94.5,138.0
9366,"General personality: Generous, conscientious, amiable, loyal.",6,-45.25,-128.0,-173.0
9367,"General personality: Generous, conscientious, amiable, loyal.",7,-51.25,-402.0,-450.0
9368,"General personality: Generous, conscientious, amiable, loyal.",8,-61.25,-486.0,-548.0
9369,"General personality: Generous, conscientious, amiable, loyal.",9,-4.53125,-240.0,-245.0
9370,"General personality: Generous, conscientious, amiable, loyal.",10,87.0,-732.0,-648.0
9371,"General personality: Generous, conscientious, amiable, loyal.",11,227.0,-904.0,-676.0
9372,"General personality: Generous, conscientious, amiable, loyal.",12,51.5,-932.0,-876.0
9373,"General personality: Generous, conscientious, amiable, loyal.",13,258.0,-1328.0,-1072.0
9374,"General personality: Generous, conscientious, amiable, loyal.",14,500.0,-1416.0,-908.0
9375,"General personality: Generous, conscientious, amiable, loyal.",15,231.0,-2672.0,-2448.0
9376,"General personality: Generous, conscientious, amiable, loyal.",16,502.0,-2400.0,-1904.0
9377,"General personality: Generous, conscientious, amiable, loyal.",17,-32.0,-2224.0,-2256.0
9378,"General personality: Generous, conscientious, amiable, loyal.",18,362.0,-3392.0,-3040.0
9379,"General personality: Generous, conscientious, amiable, loyal.",19,-145.0,-3152.0,-3280.0
9380,"General personality: Generous, conscientious, amiable, loyal.",20,106.5,-2896.0,-2800.0
9381,"General personality: Generous, conscientious, amiable, loyal.",21,784.0,-2448.0,-1664.0
9382,"General personality: Generous, conscientious, amiable, loyal.",22,732.0,-3648.0,-2912.0
9383,"General personality: Generous, conscientious, amiable, loyal.",23,1536.0,-4128.0,-2608.0
9384,"General personality: Generous, conscientious, amiable, loyal.",24,1168.0,-5376.0,-4192.0
9385,"General personality: Generous, conscientious, amiable, loyal.",25,-1480.0,-1048.0,-2544.0
9386,"This is really amazing, Doctor Face-reader.",0,-3.859375,-2.265625,-6.125
9387,"This is really amazing, Doctor Face-reader.",1,-5.34375,-25.25,-30.625
