sentence_0,sentence_1,modal_0,modal_1,semantics_0,semantics_1
The interesting story was written by the writer.,The interesting story was written by the escort.,probable,improbable,related,unrelated
The taxi was driven by the cabdriver.,The taxi was driven by the dancer.,probable,improbable,related,unrelated
"At the golf game, a hole-in-one was scored by the golfer.","At the golf game, a hole-in-one was scored by the landlord.",probable,improbable,related,unrelated
"At the pet hospital, dogs were cured by the vet.","At the pet hospital, dogs were cured by the soldier.",probable,improbable,related,unrelated
"At the post office, letters are collected and delivered by the postman.","At the post office, letters are collected and delivered by the maniac.",probable,improbable,related,unrelated
"At the garage, the car maintenance is performed by the mechanic.","At the garage, the car maintenance is performed by the beggar.",probable,improbable,related,unrelated
At the hospital the complex heart surgery was performed by the surgeon.,At the hospital the complex heart surgery was performed by the slave.,probable,improbable,related,unrelated
"Upon arriving at the restaurant, the car was parked by the chauffeur.","Upon arriving at the restaurant, the car was parked by the cameraman.",probable,improbable,related,unrelated
The circus performance was directed by the presenter.,The circus performance was directed by the nun.,probable,improbable,related,unrelated
"To keep visitors safe, the national park was patrolled by the ranger.","To keep visitors safe, the national park was patrolled by the repairer.",probable,improbable,related,unrelated
"At the library, the books are organised on the shelves by the librarian.","At the library, the books are organised on the shelves by the king.",probable,improbable,related,unrelated
"At the bank, credit card requests are authorised by the manager.","At the bank, credit card requests are authorised by the restorer.",probable,improbable,related,unrelated
Fish in the aquarium were studied by the biologist.,Fish in the aquarium were studied by the musician.,probable,improbable,related,unrelated
"At the exhibition, all the pictures were taken by the photographer.","At the exhibition, all the pictures were taken by the protector.",probable,improbable,related,unrelated
"At the graduation reception, the dinner was provided by the caterer.","At the graduation reception, the dinner was provided by the prisoner.",probable,improbable,related,unrelated
