,sentence,likelihood,layer,improbable_impossible_projection,impossible_inconceivable_projection,improbable_inconceivable_projection
1881,catching a fish in a raindrop.,3.9375,9,-87.0,-832.0,-916.0
1882,catching a fish in a raindrop.,3.9375,10,24.75,-1360.0,-1336.0
1883,catching a fish in a raindrop.,3.9375,11,-64.5,-2080.0,-2144.0
1884,catching a fish in a raindrop.,3.9375,12,-208.0,-1832.0,-2040.0
1885,catching a fish in a raindrop.,3.9375,13,270.0,-2784.0,-2528.0
1886,catching a fish in a raindrop.,3.9375,14,308.0,-2736.0,-2416.0
1887,catching a fish in a raindrop.,3.9375,15,-308.0,-4224.0,-4512.0
1888,catching a fish in a raindrop.,3.9375,16,-168.0,-4320.0,-4480.0
1889,catching a fish in a raindrop.,3.9375,17,-936.0,-4096.0,-5056.0
1890,catching a fish in a raindrop.,3.9375,18,-1144.0,-5344.0,-6464.0
1891,catching a fish in a raindrop.,3.9375,19,-1560.0,-4960.0,-6528.0
1892,catching a fish in a raindrop.,3.9375,20,-1144.0,-4832.0,-5952.0
1893,catching a fish in a raindrop.,3.9375,21,-132.0,-5120.0,-5248.0
1894,catching a fish in a raindrop.,3.9375,22,128.0,-6592.0,-6464.0
1895,catching a fish in a raindrop.,3.9375,23,944.0,-6624.0,-5664.0
1896,catching a fish in a raindrop.,3.9375,24,1824.0,-6048.0,-4224.0
1897,catching a fish in a raindrop.,3.9375,25,3456.0,9152.0,12608.0
1898,cutting grass using a popsicle.,1.6666666666666667,0,-2.421875,-9.375,-11.8125
1899,cutting grass using a popsicle.,1.6666666666666667,1,-8.6875,-36.75,-45.5
1900,cutting grass using a popsicle.,1.6666666666666667,2,-5.0,-31.125,-36.0
1901,cutting grass using a popsicle.,1.6666666666666667,3,19.375,-71.5,-52.5
1902,cutting grass using a popsicle.,1.6666666666666667,4,-33.0,-193.0,-226.0
1903,cutting grass using a popsicle.,1.6666666666666667,5,43.25,-126.0,-83.0
1904,cutting grass using a popsicle.,1.6666666666666667,6,-107.5,-386.0,-494.0
1905,cutting grass using a popsicle.,1.6666666666666667,7,-107.0,-948.0,-1056.0
1906,cutting grass using a popsicle.,1.6666666666666667,8,-176.0,-1012.0,-1184.0
1907,cutting grass using a popsicle.,1.6666666666666667,9,-141.0,-864.0,-1004.0
1908,cutting grass using a popsicle.,1.6666666666666667,10,140.0,-1376.0,-1240.0
1909,cutting grass using a popsicle.,1.6666666666666667,11,836.0,-2160.0,-1312.0
1910,cutting grass using a popsicle.,1.6666666666666667,12,588.0,-1792.0,-1200.0
1911,cutting grass using a popsicle.,1.6666666666666667,13,1328.0,-3056.0,-1736.0
1912,cutting grass using a popsicle.,1.6666666666666667,14,1440.0,-2864.0,-1416.0
1913,cutting grass using a popsicle.,1.6666666666666667,15,560.0,-4576.0,-4016.0
1914,cutting grass using a popsicle.,1.6666666666666667,16,556.0,-4896.0,-4352.0
1915,cutting grass using a popsicle.,1.6666666666666667,17,-422.0,-4672.0,-5088.0
1916,cutting grass using a popsicle.,1.6666666666666667,18,-564.0,-6208.0,-6752.0
1917,cutting grass using a popsicle.,1.6666666666666667,19,-980.0,-6016.0,-6976.0
1918,cutting grass using a popsicle.,1.6666666666666667,20,-600.0,-6176.0,-6784.0
1919,cutting grass using a popsicle.,1.6666666666666667,21,544.0,-7072.0,-6528.0
1920,cutting grass using a popsicle.,1.6666666666666667,22,640.0,-8768.0,-8128.0
1921,cutting grass using a popsicle.,1.6666666666666667,23,1504.0,-9280.0,-7744.0
1922,cutting grass using a popsicle.,1.6666666666666667,24,2320.0,-8192.0,-5856.0
1923,cutting grass using a popsicle.,1.6666666666666667,25,3776.0,5984.0,9792.0
1924,climbing a tree using oil.,2.5833333333333335,0,-2.015625,-9.5,-11.5
1925,climbing a tree using oil.,2.5833333333333335,1,-6.53125,-33.0,-39.5
1926,climbing a tree using oil.,2.5833333333333335,2,-1.9375,-27.625,-29.625
1927,climbing a tree using oil.,2.5833333333333335,3,33.75,-53.0,-19.25
1928,climbing a tree using oil.,2.5833333333333335,4,-16.25,-162.0,-178.0
1929,climbing a tree using oil.,2.5833333333333335,5,77.0,-43.5,33.5
1930,climbing a tree using oil.,2.5833333333333335,6,-80.0,-298.0,-378.0
1931,climbing a tree using oil.,2.5833333333333335,7,-50.25,-836.0,-884.0
1932,climbing a tree using oil.,2.5833333333333335,8,-81.0,-936.0,-1016.0
1933,climbing a tree using oil.,2.5833333333333335,9,-14.875,-700.0,-716.0
1934,climbing a tree using oil.,2.5833333333333335,10,218.0,-1168.0,-948.0
1935,climbing a tree using oil.,2.5833333333333335,11,576.0,-1808.0,-1232.0
1936,climbing a tree using oil.,2.5833333333333335,12,380.0,-1648.0,-1264.0
1937,climbing a tree using oil.,2.5833333333333335,13,1064.0,-2672.0,-1616.0
1938,climbing a tree using oil.,2.5833333333333335,14,1120.0,-2752.0,-1624.0
1939,climbing a tree using oil.,2.5833333333333335,15,448.0,-4384.0,-3936.0
1940,climbing a tree using oil.,2.5833333333333335,16,708.0,-4672.0,-3984.0
1941,climbing a tree using oil.,2.5833333333333335,17,-258.0,-4608.0,-4864.0
1942,climbing a tree using oil.,2.5833333333333335,18,-290.0,-6080.0,-6368.0
1943,climbing a tree using oil.,2.5833333333333335,19,-756.0,-5664.0,-6432.0
1944,climbing a tree using oil.,2.5833333333333335,20,-302.0,-5632.0,-5952.0
1945,climbing a tree using oil.,2.5833333333333335,21,876.0,-6240.0,-5376.0
1946,climbing a tree using oil.,2.5833333333333335,22,1152.0,-7936.0,-6816.0
1947,climbing a tree using oil.,2.5833333333333335,23,2144.0,-8512.0,-6336.0
1948,climbing a tree using oil.,2.5833333333333335,24,2960.0,-8576.0,-5632.0
1949,climbing a tree using oil.,2.5833333333333335,25,3968.0,4640.0,8640.0
1950,lighting a candle using surprises.,3.789473684210526,0,-3.921875,1.8125,-2.09375
1951,lighting a candle using surprises.,3.789473684210526,1,-9.25,-5.9375,-15.25
1952,lighting a candle using surprises.,3.789473684210526,2,-3.46875,0.79296875,-2.65625
1953,lighting a candle using surprises.,3.789473684210526,3,32.75,20.625,53.25
1954,lighting a candle using surprises.,3.789473684210526,4,-1.7734375,-45.0,-47.0
1955,lighting a candle using surprises.,3.789473684210526,5,103.0,161.0,264.0
1956,lighting a candle using surprises.,3.789473684210526,6,-18.125,-53.25,-71.5
1957,lighting a candle using surprises.,3.789473684210526,7,7.5,-438.0,-428.0
1958,lighting a candle using surprises.,3.789473684210526,8,-13.25,-482.0,-492.0
1959,lighting a candle using surprises.,3.789473684210526,9,26.875,-334.0,-308.0
1960,lighting a candle using surprises.,3.789473684210526,10,203.0,-736.0,-536.0
1961,lighting a candle using surprises.,3.789473684210526,11,468.0,-1248.0,-780.0
1962,lighting a candle using surprises.,3.789473684210526,12,268.0,-1152.0,-884.0
1963,lighting a candle using surprises.,3.789473684210526,13,800.0,-1816.0,-1020.0
1964,lighting a candle using surprises.,3.789473684210526,14,884.0,-1928.0,-1040.0
1965,lighting a candle using surprises.,3.789473684210526,15,416.0,-3376.0,-2960.0
1966,lighting a candle using surprises.,3.789473684210526,16,744.0,-3344.0,-2608.0
1967,lighting a candle using surprises.,3.789473684210526,17,-35.25,-3360.0,-3392.0
1968,lighting a candle using surprises.,3.789473684210526,18,218.0,-4864.0,-4640.0
1969,lighting a candle using surprises.,3.789473684210526,19,-128.0,-4288.0,-4416.0
1970,lighting a candle using surprises.,3.789473684210526,20,422.0,-4128.0,-3712.0
1971,lighting a candle using surprises.,3.789473684210526,21,1712.0,-4128.0,-2432.0
1972,lighting a candle using surprises.,3.789473684210526,22,2224.0,-5376.0,-3168.0
1973,lighting a candle using surprises.,3.789473684210526,23,3504.0,-5760.0,-2240.0
1974,lighting a candle using surprises.,3.789473684210526,24,4576.0,-4576.0,1.1171875
1975,lighting a candle using surprises.,3.789473684210526,25,7104.0,11200.0,18304.0
1976,rinsing fruit using a giggle.,3.8461538461538463,0,-2.828125,-0.48046875,-3.28125
1977,rinsing fruit using a giggle.,3.8461538461538463,1,-6.375,-13.0,-19.375
1978,rinsing fruit using a giggle.,3.8461538461538463,2,-1.625,-5.75,-7.40625
1979,rinsing fruit using a giggle.,3.8461538461538463,3,52.0,52.0,103.5
1980,rinsing fruit using a giggle.,3.8461538461538463,4,3.046875,-0.05908203125,2.78125
1981,rinsing fruit using a giggle.,3.8461538461538463,5,155.0,242.0,398.0
1982,rinsing fruit using a giggle.,3.8461538461538463,6,32.25,33.75,66.0
1983,rinsing fruit using a giggle.,3.8461538461538463,7,70.5,-332.0,-262.0
1984,rinsing fruit using a giggle.,3.8461538461538463,8,44.75,-318.0,-272.0
1985,rinsing fruit using a giggle.,3.8461538461538463,9,116.5,-108.5,7.1875
1986,rinsing fruit using a giggle.,3.8461538461538463,10,312.0,-430.0,-121.5
1987,rinsing fruit using a giggle.,3.8461538461538463,11,616.0,-844.0,-227.0
1988,rinsing fruit using a giggle.,3.8461538461538463,12,456.0,-752.0,-292.0
1989,rinsing fruit using a giggle.,3.8461538461538463,13,972.0,-1440.0,-474.0
1990,rinsing fruit using a giggle.,3.8461538461538463,14,1096.0,-1488.0,-382.0
1991,rinsing fruit using a giggle.,3.8461538461538463,15,608.0,-2832.0,-2224.0
1992,rinsing fruit using a giggle.,3.8461538461538463,16,836.0,-2720.0,-1888.0
1993,rinsing fruit using a giggle.,3.8461538461538463,17,164.0,-2880.0,-2704.0
1994,rinsing fruit using a giggle.,3.8461538461538463,18,251.0,-4288.0,-4016.0
1995,rinsing fruit using a giggle.,3.8461538461538463,19,-112.5,-4048.0,-4160.0
1996,rinsing fruit using a giggle.,3.8461538461538463,20,454.0,-4032.0,-3584.0
1997,rinsing fruit using a giggle.,3.8461538461538463,21,1736.0,-4448.0,-2720.0
1998,rinsing fruit using a giggle.,3.8461538461538463,22,2048.0,-6112.0,-4032.0
1999,rinsing fruit using a giggle.,3.8461538461538463,23,3248.0,-6528.0,-3296.0
2000,rinsing fruit using a giggle.,3.8461538461538463,24,4160.0,-5728.0,-1576.0
2001,rinsing fruit using a giggle.,3.8461538461538463,25,6464.0,8256.0,14784.0
2002,boiling water using a microwave.,78.16666666666667,0,-2.421875,-8.5625,-10.9375
2003,boiling water using a microwave.,78.16666666666667,1,-4.4375,-42.25,-46.75
2004,boiling water using a microwave.,78.16666666666667,2,-0.212890625,-43.75,-44.0
2005,boiling water using a microwave.,78.16666666666667,3,17.125,-90.0,-73.0
2006,boiling water using a microwave.,78.16666666666667,4,-28.875,-179.0,-208.0
2007,boiling water using a microwave.,78.16666666666667,5,41.75,-103.5,-61.5
2008,boiling water using a microwave.,78.16666666666667,6,-106.0,-314.0,-420.0
2009,boiling water using a microwave.,78.16666666666667,7,-113.0,-856.0,-968.0
2010,boiling water using a microwave.,78.16666666666667,8,-169.0,-972.0,-1136.0
2011,boiling water using a microwave.,78.16666666666667,9,-195.0,-924.0,-1120.0
2012,boiling water using a microwave.,78.16666666666667,10,-57.75,-1520.0,-1576.0
2013,boiling water using a microwave.,78.16666666666667,11,-203.0,-2512.0,-2704.0
2014,boiling water using a microwave.,78.16666666666667,12,-432.0,-2160.0,-2592.0
2015,boiling water using a microwave.,78.16666666666667,13,-119.5,-3216.0,-3328.0
2016,boiling water using a microwave.,78.16666666666667,14,-8.5,-3376.0,-3376.0
2017,boiling water using a microwave.,78.16666666666667,15,-588.0,-4992.0,-5568.0
2018,boiling water using a microwave.,78.16666666666667,16,-440.0,-5152.0,-5600.0
2019,boiling water using a microwave.,78.16666666666667,17,-1020.0,-4960.0,-5984.0
2020,boiling water using a microwave.,78.16666666666667,18,-912.0,-6272.0,-7200.0
2021,boiling water using a microwave.,78.16666666666667,19,-1120.0,-5696.0,-6816.0
2022,boiling water using a microwave.,78.16666666666667,20,-684.0,-5792.0,-6496.0
2023,boiling water using a microwave.,78.16666666666667,21,107.0,-6784.0,-6688.0
2024,boiling water using a microwave.,78.16666666666667,22,235.0,-8896.0,-8640.0
2025,boiling water using a microwave.,78.16666666666667,23,1200.0,-9728.0,-8512.0
2026,boiling water using a microwave.,78.16666666666667,24,1448.0,-10496.0,-9024.0
2027,boiling water using a microwave.,78.16666666666667,25,2224.0,-432.0,1808.0
2028,opening a jar using their feet.,23.714285714285715,0,-3.453125,-3.515625,-6.96875
2029,opening a jar using their feet.,23.714285714285715,1,-7.8125,-20.0,-27.875
2030,opening a jar using their feet.,23.714285714285715,2,-1.9140625,-15.25,-17.125
2031,opening a jar using their feet.,23.714285714285715,3,14.875,-53.75,-39.0
2032,opening a jar using their feet.,23.714285714285715,4,-31.25,-137.0,-168.0
2033,opening a jar using their feet.,23.714285714285715,5,38.25,-46.25,-7.21875
2034,opening a jar using their feet.,23.714285714285715,6,-96.0,-253.0,-348.0
2035,opening a jar using their feet.,23.714285714285715,7,-101.0,-756.0,-852.0
2036,opening a jar using their feet.,23.714285714285715,8,-136.0,-912.0,-1048.0
2037,opening a jar using their feet.,23.714285714285715,9,-98.0,-732.0,-832.0
2038,opening a jar using their feet.,23.714285714285715,10,44.5,-1280.0,-1240.0
2039,opening a jar using their feet.,23.714285714285715,11,46.5,-2080.0,-2024.0
2040,opening a jar using their feet.,23.714285714285715,12,-109.0,-2016.0,-2112.0
2041,opening a jar using their feet.,23.714285714285715,13,300.0,-3072.0,-2768.0
2042,opening a jar using their feet.,23.714285714285715,14,470.0,-3088.0,-2624.0
2043,opening a jar using their feet.,23.714285714285715,15,89.0,-4672.0,-4608.0
2044,opening a jar using their feet.,23.714285714285715,16,328.0,-4736.0,-4384.0
2045,opening a jar using their feet.,23.714285714285715,17,-199.0,-4768.0,-4960.0
2046,opening a jar using their feet.,23.714285714285715,18,196.0,-6272.0,-6080.0
2047,opening a jar using their feet.,23.714285714285715,19,-249.0,-5888.0,-6144.0
2048,opening a jar using their feet.,23.714285714285715,20,308.0,-5696.0,-5376.0
2049,opening a jar using their feet.,23.714285714285715,21,1224.0,-6656.0,-5440.0
2050,opening a jar using their feet.,23.714285714285715,22,1272.0,-8960.0,-7712.0
2051,opening a jar using their feet.,23.714285714285715,23,2240.0,-9920.0,-7712.0
2052,opening a jar using their feet.,23.714285714285715,24,2208.0,-11264.0,-9024.0
2053,opening a jar using their feet.,23.714285714285715,25,1128.0,-1592.0,-490.0
2054,splitting a log using a feather.,0.0,0,-1.78125,-8.5625,-10.3125
2055,splitting a log using a feather.,0.0,1,-6.6875,-28.25,-35.0
2056,splitting a log using a feather.,0.0,2,-2.734375,-23.5,-26.25
2057,splitting a log using a feather.,0.0,3,53.25,-48.0,5.1875
2058,splitting a log using a feather.,0.0,4,-5.9375,-163.0,-169.0
2059,splitting a log using a feather.,0.0,5,113.5,-36.75,76.5
2060,splitting a log using a feather.,0.0,6,-31.625,-290.0,-322.0
2061,splitting a log using a feather.,0.0,7,-28.25,-892.0,-920.0
2062,splitting a log using a feather.,0.0,8,-88.5,-976.0,-1064.0
2063,splitting a log using a feather.,0.0,9,-32.5,-832.0,-864.0
2064,splitting a log using a feather.,0.0,10,158.0,-1440.0,-1288.0
2065,splitting a log using a feather.,0.0,11,624.0,-2336.0,-1704.0
2066,splitting a log using a feather.,0.0,12,328.0,-2008.0,-1680.0
2067,splitting a log using a feather.,0.0,13,1216.0,-3120.0,-1904.0
2068,splitting a log using a feather.,0.0,14,1400.0,-3024.0,-1624.0
2069,splitting a log using a feather.,0.0,15,532.0,-4992.0,-4480.0
2070,splitting a log using a feather.,0.0,16,580.0,-4864.0,-4288.0
2071,splitting a log using a feather.,0.0,17,-408.0,-4544.0,-4960.0
2072,splitting a log using a feather.,0.0,18,-384.0,-6144.0,-6528.0
2073,splitting a log using a feather.,0.0,19,-776.0,-5696.0,-6464.0
2074,splitting a log using a feather.,0.0,20,-462.0,-5760.0,-6240.0
2075,splitting a log using a feather.,0.0,21,660.0,-6656.0,-5984.0
2076,splitting a log using a feather.,0.0,22,940.0,-8384.0,-7456.0
2077,splitting a log using a feather.,0.0,23,1896.0,-8960.0,-7040.0
2078,splitting a log using a feather.,0.0,24,2720.0,-7808.0,-5088.0
2079,splitting a log using a feather.,0.0,25,4256.0,7008.0,11264.0
2080,building a bridge out of plastic.,38.30769230769231,0,-2.296875,-7.65625,-9.9375
2081,building a bridge out of plastic.,38.30769230769231,1,-9.5625,-20.875,-30.5
2082,building a bridge out of plastic.,38.30769230769231,2,-4.59375,-16.875,-21.5
2083,building a bridge out of plastic.,38.30769230769231,3,26.75,-65.5,-39.0
2084,building a bridge out of plastic.,38.30769230769231,4,-29.75,-164.0,-194.0
2085,building a bridge out of plastic.,38.30769230769231,5,51.5,-73.5,-22.0
2086,building a bridge out of plastic.,38.30769230769231,6,-86.5,-290.0,-378.0
2087,building a bridge out of plastic.,38.30769230769231,7,-80.0,-832.0,-912.0
2088,building a bridge out of plastic.,38.30769230769231,8,-99.0,-928.0,-1024.0
2089,building a bridge out of plastic.,38.30769230769231,9,-90.0,-852.0,-944.0
2090,building a bridge out of plastic.,38.30769230769231,10,50.75,-1464.0,-1416.0
2091,building a bridge out of plastic.,38.30769230769231,11,-34.75,-2320.0,-2352.0
2092,building a bridge out of plastic.,38.30769230769231,12,-253.0,-2128.0,-2368.0
2093,building a bridge out of plastic.,38.30769230769231,13,126.5,-3136.0,-3008.0
2094,building a bridge out of plastic.,38.30769230769231,14,302.0,-3200.0,-2880.0
2095,building a bridge out of plastic.,38.30769230769231,15,-188.0,-4672.0,-4864.0
2096,building a bridge out of plastic.,38.30769230769231,16,62.25,-4928.0,-4864.0
2097,building a bridge out of plastic.,38.30769230769231,17,-756.0,-4800.0,-5568.0
2098,building a bridge out of plastic.,38.30769230769231,18,-552.0,-6144.0,-6688.0
2099,building a bridge out of plastic.,38.30769230769231,19,-748.0,-5408.0,-6144.0
2100,building a bridge out of plastic.,38.30769230769231,20,-187.0,-5248.0,-5440.0
2101,building a bridge out of plastic.,38.30769230769231,21,1104.0,-5952.0,-4864.0
2102,building a bridge out of plastic.,38.30769230769231,22,1368.0,-7680.0,-6272.0
2103,building a bridge out of plastic.,38.30769230769231,23,2464.0,-8032.0,-5568.0
2104,building a bridge out of plastic.,38.30769230769231,24,3008.0,-7840.0,-4832.0
2105,building a bridge out of plastic.,38.30769230769231,25,3376.0,5344.0,8704.0
2106,constructing a tower out of blocks.,85.33333333333333,0,-3.6875,-2.046875,-5.71875
2107,constructing a tower out of blocks.,85.33333333333333,1,-6.875,-20.75,-27.75
2108,constructing a tower out of blocks.,85.33333333333333,2,-2.8125,-24.625,-27.375
2109,constructing a tower out of blocks.,85.33333333333333,3,9.1875,-75.0,-66.0
2110,constructing a tower out of blocks.,85.33333333333333,4,-42.0,-184.0,-226.0
2111,constructing a tower out of blocks.,85.33333333333333,5,29.375,-103.0,-73.5
2112,constructing a tower out of blocks.,85.33333333333333,6,-120.5,-354.0,-474.0
2113,constructing a tower out of blocks.,85.33333333333333,7,-136.0,-820.0,-952.0
2114,constructing a tower out of blocks.,85.33333333333333,8,-184.0,-920.0,-1104.0
2115,constructing a tower out of blocks.,85.33333333333333,9,-196.0,-812.0,-1008.0
2116,constructing a tower out of blocks.,85.33333333333333,10,-50.25,-1344.0,-1392.0
2117,constructing a tower out of blocks.,85.33333333333333,11,-199.0,-2256.0,-2448.0
2118,constructing a tower out of blocks.,85.33333333333333,12,-414.0,-2016.0,-2432.0
2119,constructing a tower out of blocks.,85.33333333333333,13,-80.0,-2944.0,-3040.0
2120,constructing a tower out of blocks.,85.33333333333333,14,57.5,-2992.0,-2928.0
2121,constructing a tower out of blocks.,85.33333333333333,15,-374.0,-4480.0,-4864.0
2122,constructing a tower out of blocks.,85.33333333333333,16,-140.0,-4320.0,-4480.0
2123,constructing a tower out of blocks.,85.33333333333333,17,-880.0,-4320.0,-5216.0
2124,constructing a tower out of blocks.,85.33333333333333,18,-604.0,-5568.0,-6176.0
2125,constructing a tower out of blocks.,85.33333333333333,19,-1012.0,-4640.0,-5632.0
