population,ID,AgeGroup,Age,Task Name,order-a3p8,display,Trial Number,Response,RT,Event,event_type,Triad No.,Domain,Event Type,RT.sd
children,31,age 7,7.882191781,Block C,CAB,Trial,1,0,1474.7,open a window with their feet?,improbable,3,Physics,Improbable,-0.5868429328197613
children,31,age 7,7.882191781,Block C,CAB,Trial,2,0,1388.4,be born with 2 wings?,impossible,24,Biology,Impossible,-0.6319836280881762
children,31,age 7,7.882191781,Block C,CAB,Trial,3,1,1747.4,make a house out of bricks?,ordinary,7,Physics,Ordinary,-0.4442025203087909
children,31,age 7,7.882191781,Block C,CAB,Trial,4,0,2838.8,make their friend shrink?,impossible,15,Moral,Impossible,0.12667297002664402
children,31,age 7,7.882191781,Block C,CAB,Trial,5,0,2143.2,eat a planet?,impossible,19,Conventional,Impossible,-0.2371725413141373
children,31,age 7,7.882191781,Block C,CAB,Trial,6,1,1527.2,play with a toy?,ordinary,20,Conventional,Ordinary,-0.5593819073088484
children,31,age 7,7.882191781,Block C,CAB,Trial,7,0,4230.5,not eat for 10 days?,improbable,21,Biology,Improbable,0.8546255262845005
children,31,age 7,7.882191781,Block C,CAB,Trial,8,0,2542.1,turn an onion into onion juice?,improbable,9,Physics,Improbable,-0.02852105414645814
children,31,age 7,7.882191781,Block C,CAB,Trial,9,0,1302.2,eat a whole turkey for dinner?,improbable,25,Biology,Improbable,-0.6770720166413322
children,31,age 7,7.882191781,Block C,CAB,Trial,10,0,1970.1,stay awake for 5 years?,impossible,23,Biology,Impossible,-0.3277154654272615
children,31,age 7,7.882191781,Block C,CAB,Trial,11,1,3327.8,shake someone's hand with their hand?,ordinary,18,Conventional,Ordinary,0.3824528076425755
children,31,age 7,7.882191781,Block C,CAB,Trial,12,0,1954.8,count all of the sand in the world?,impossible,6,Physics,Impossible,-0.33571839286187033
children,31,age 7,7.882191781,Block C,CAB,Trial,13,1,1711.8,wear shoes made out of leather?,ordinary,17,Conventional,Ordinary,-0.46282371094095287
children,31,age 7,7.882191781,Block C,CAB,Trial,14,0,5323.7,steal a large rock?,improbable,14,Moral,Improbable,1.4264425374945953
children,31,age 7,7.882191781,Block C,CAB,Trial,15,0,3823.4,ride an ogre?,impossible,11,Other,Impossible,0.6416848884655931
children,31,age 7,7.882191781,Block C,CAB,Trial,16,0,1507.6,clean a cloud?,impossible,8,Physics,Impossible,-0.5696340234995894
children,31,age 7,7.882191781,Block C,CAB,Trial,17,1,9773.7,live for 60 years?,ordinary,22,Biology,Ordinary,3.754091366514831
children,31,age 7,7.882191781,Block C,CAB,Trial,18,1,6705,walk through an open door?,ordinary,2,Physics,Ordinary,2.148955195365528
children,31,age 7,7.882191781,Block C,CAB,Trial,19,1,4244.9,have a lion as a pet?,improbable,10,Other,Improbable,0.8621576932817793
children,31,age 7,7.882191781,Block C,CAB,Trial,20,1,1392.5,move a marble with their hand?,ordinary,1,Physics,Ordinary,-0.6298390527625621
children,31,age 7,7.882191781,Block C,CAB,Trial,21,0,2807,unlock a door with their mind?,impossible,5,Physics,Impossible,0.11003943457431953
children,31,age 7,7.882191781,Block C,CAB,Trial,22,1,10856.6,cut the line to go into the store?,improbable,16,Moral,Improbable,4.320520786053261
children,31,age 7,7.882191781,Block C,CAB,Trial,23,1,1947.7,paint polka dots on a wall?,ordinary,4,Physics,Ordinary,-0.3394321696452509
children,31,age 7,7.882191781,Block C,CAB,Trial,24,0,1602.8,find a unicorn in a closet?,impossible,13,Other,Impossible,-0.5198380305731339
children,31,age 7,7.882191781,Block C,CAB,Trial,25,1,1616.4,know the name of someone they just met?,ordinary,26,Other,Ordinary,-0.5127243172979259
children,31,age 7,7.882191781,Block C,CAB,Trial,26,1,4144.4,eat a pickle for dessert?,improbable,12,Conventional,Improbable,0.8095894444466032
children,32,age 7,7.515068493,Block A,ABC,Trial,1,0,2591,move a marble with their mind?,impossible,1,Physics,Impossible,-0.002943070384864941
children,32,age 7,7.515068493,Block A,ABC,Trial,2,0,2141,know the names of everyone in the world?,impossible,26,Other,Impossible,-0.23832328904983258
children,32,age 7,7.515068493,Block A,ABC,Trial,3,0,1955,walk through a hot fire?,improbable,2,Physics,Improbable,-0.33561377943135257
children,32,age 7,7.515068493,Block A,ABC,Trial,4,1,2031,make their friend smile?,ordinary,15,Moral,Ordinary,-0.29586067583460246
children,32,age 7,7.515068493,Block A,ABC,Trial,5,0,1621,paint polka dots on a plane?,improbable,4,Physics,Improbable,-0.5103182083960174
children,32,age 7,7.515068493,Block A,ABC,Trial,6,0,2700,eat an insect?,improbable,19,Conventional,Improbable,0.054071249247316114
children,32,age 7,7.515068493,Block A,ABC,Trial,7,0,3182,eat a large rock?,impossible,14,Moral,Impossible,0.3061896167951259
children,32,age 7,7.515068493,Block A,ABC,Trial,8,0,1866,stay awake for 5 days?,improbable,23,Biology,Improbable,-0.38216675601175726
children,32,age 7,7.515068493,Block A,ABC,Trial,9,0,1737,have the moon as a pet?,impossible,10,Other,Impossible,-0.44964241869571464
children,32,age 7,7.515068493,Block A,ABC,Trial,10,0,1366,magically appear into the store?,impossible,16,Moral,Impossible,-0.6437003323061657
children,32,age 7,7.515068493,Block A,ABC,Trial,11,0,2420,count all of the hairs on a dog?,improbable,6,Physics,Improbable,-0.09238755347755265
children,32,age 7,7.515068493,Block A,ABC,Trial,12,0,4551,clean a road?,improbable,8,Physics,Improbable,1.0222685486892165
children,32,age 7,7.515068493,Block A,ABC,Trial,13,1,2156,unlock a door with a doorkey?,ordinary,5,Physics,Ordinary,-0.23047728176100032
children,32,age 7,7.515068493,Block A,ABC,Trial,14,1,2704,ride a horse?,ordinary,11,Other,Ordinary,0.05616351785767138
children,32,age 7,7.515068493,Block A,ABC,Trial,15,1,2537,open a window with their hand?,ordinary,3,Physics,Ordinary,-0.031188696624661057
children,32,age 7,7.515068493,Block A,ABC,Trial,16,1,2222,turn an onion into onion slices?,ordinary,9,Physics,Ordinary,-0.1959548496901384
children,32,age 7,7.515068493,Block A,ABC,Trial,17,1,2254,eat a brownie for dessert?,ordinary,12,Conventional,Ordinary,-0.17921670080729626
children,32,age 7,7.515068493,Block A,ABC,Trial,18,0,3350,make a house out of gas?,impossible,7,Physics,Impossible,0.39406489843004716
children,32,age 7,7.515068493,Block A,ABC,Trial,19,0,2504,shake someone's hand with their mouth?,improbable,18,Conventional,Improbable,-0.04844991266009202
children,32,age 7,7.515068493,Block A,ABC,Trial,20,0,2202,be born with 12 toes?,improbable,24,Biology,Improbable,-0.20641619274191475
children,32,age 7,7.515068493,Block A,ABC,Trial,21,1,3488,eat a whole sandwich for dinner?,ordinary,25,Biology,Ordinary,0.4662481654873039
children,32,age 7,7.515068493,Block A,ABC,Trial,22,0,2263,wear shoes made out of stone?,improbable,17,Conventional,Improbable,-0.17450909643399692
children,32,age 7,7.515068493,Block A,ABC,Trial,23,1,3436,find a sweater in a closet?,ordinary,13,Other,Ordinary,0.4390486735526854
children,32,age 7,7.515068493,Block A,ABC,Trial,24,0,2103,not eat for 1 hour?,ordinary,21,Biology,Ordinary,-0.25819984084820763
children,32,age 7,7.515068493,Block A,ABC,Trial,25,0,2265,play with magic?,impossible,20,Conventional,Impossible,-0.1734629621288193
children,32,age 7,7.515068493,Block A,ABC,Trial,26,0,2929,live for 1000 years?,impossible,22,Biology,Impossible,0.1738536271901552
children,32,age 7,7.515068493,Block B,ABC,Trial,1,0,3115,ride a cow?,improbable,11,Other,Improbable,0.27114411757167517
children,32,age 7,7.515068493,Block B,ABC,Trial,2,0,2199,open a window with their breath?,impossible,3,Physics,Impossible,-0.2079853941996812
children,32,age 7,7.515068493,Block B,ABC,Trial,3,0,1718,buy a large rock?,ordinary,14,Moral,Ordinary,-0.4595806945949022
children,32,age 7,7.515068493,Block B,ABC,Trial,4,0,1550,turn an onion into apple juice?,impossible,9,Physics,Impossible,-0.5474559762298234
children,32,age 7,7.515068493,Block B,ABC,Trial,5,1,2715,unlock a door with a toothpick?,improbable,5,Physics,Improbable,0.061917256536148366
children,32,age 7,7.515068493,Block B,ABC,Trial,6,0,855,find a monkey in a closet?,improbable,13,Other,Improbable,-0.9109876472790512
children,32,age 7,7.515068493,Block B,ABC,Trial,7,0,4593,wear shoes made out of light?,impossible,17,Conventional,Impossible,1.0442373690979467
children,32,age 7,7.515068493,Block B,ABC,Trial,8,0,1654,eat a whole whale for dinner?,impossible,25,Biology,Impossible,-0.4930569923605865
children,32,age 7,7.515068493,Block B,ABC,Trial,9,1,2838,eat a lollipop?,ordinary,19,Conventional,Ordinary,0.12625451630457285
children,32,age 7,7.515068493,Block B,ABC,Trial,10,0,7253,paint polka dots on a cloud?,impossible,4,Physics,Impossible,2.4355959949842
children,32,age 7,7.515068493,Block B,ABC,Trial,11,0,2652,make a house out of grass?,improbable,7,Physics,Improbable,0.028964025923052895
children,32,age 7,7.515068493,Block B,ABC,Trial,12,1,5468,know the names of everyone they ever met?,improbable,26,Other,Improbable,1.5019211276131617
children,32,age 7,7.515068493,Block B,ABC,Trial,13,0,3030,make their friend cry?,improbable,15,Moral,Improbable,0.22668340960162572
children,32,age 7,7.515068493,Block B,ABC,Trial,14,0,2956,shake someone's hand with their mind?,impossible,18,Conventional,Impossible,0.18797644031005326
children,32,age 7,7.515068493,Block B,ABC,Trial,15,1,6043,stay awake for 5 hours?,ordinary,23,Biology,Ordinary,1.8026847403517314
children,32,age 7,7.515068493,Block B,ABC,Trial,16,1,3919,clean a car?,ordinary,8,Physics,Ordinary,0.6916901082530841
children,32,age 7,7.515068493,Block B,ABC,Trial,17,1,3587,be born with 2 feet?,ordinary,24,Biology,Ordinary,0.5180318135935967
children,32,age 7,7.515068493,Block B,ABC,Trial,18,1,5269,wait in line to go into the store?,ordinary,16,Moral,Ordinary,1.397830764247987
children,32,age 7,7.515068493,Block B,ABC,Trial,19,1,3413,count all of the students in a room?,ordinary,6,Physics,Ordinary,0.4270181290431426
children,32,age 7,7.515068493,Block B,ABC,Trial,20,0,2846,live for 110 years?,improbable,22,Biology,Improbable,0.1304390535252834
children,32,age 7,7.515068493,Block B,ABC,Trial,21,1,7107,have a cat as a pet?,ordinary,10,Other,Ordinary,2.3592281907062325
children,32,age 7,7.515068493,Block B,ABC,Trial,22,1,6300,move a marble with their breath?,improbable,1,Physics,Improbable,1.9371129985670572
children,32,age 7,7.515068493,Block B,ABC,Trial,23,0,4344,not eat for 100 days?,impossible,21,Biology,Impossible,0.9139936481033313
children,32,age 7,7.515068493,Block B,ABC,Trial,24,0,4943,eat a rainbow for dessert?,impossible,12,Conventional,Impossible,1.2273108725040327
children,32,age 7,7.515068493,Block B,ABC,Trial,25,0,3136,walk through a brick wall?,impossible,2,Physics,Impossible,0.2821285277760403
children,32,age 7,7.515068493,Block B,ABC,Trial,26,0,2418,play with a wolf?,improbable,20,Conventional,Improbable,-0.09343368778273028
children,32,age 7,7.515068493,Block C,ABC,Trial,1,1,2067,paint polka dots on a wall?,ordinary,4,Physics,Ordinary,-0.27703025834140504
children,32,age 7,7.515068493,Block C,ABC,Trial,2,0,2399,not eat for 10 days?,improbable,21,Biology,Improbable,-0.10337196368191781
children,32,age 7,7.515068493,Block C,ABC,Trial,3,0,2101,wear shoes made out of leather?,ordinary,17,Conventional,Ordinary,-0.25924597515338527
children,32,age 7,7.515068493,Block C,ABC,Trial,4,0,3136,open a window with their feet?,improbable,3,Physics,Improbable,0.2821285277760403
children,32,age 7,7.515068493,Block C,ABC,Trial,5,1,6760,cut the line to go into the store?,improbable,16,Moral,Improbable,2.177723888757913
children,32,age 7,7.515068493,Block C,ABC,Trial,6,0,2170,unlock a door with their mind?,impossible,5,Physics,Impossible,-0.2231543416247569
children,32,age 7,7.515068493,Block C,ABC,Trial,7,0,1757,eat a pickle for dessert?,improbable,12,Conventional,Improbable,-0.4391810756439383
children,32,age 7,7.515068493,Block C,ABC,Trial,8,1,6002,walk through an open door?,ordinary,2,Physics,Ordinary,1.7812389870955898
children,32,age 7,7.515068493,Block C,ABC,Trial,9,0,2144,steal a large rock?,improbable,14,Moral,Improbable,-0.23675408759206615
children,32,age 7,7.515068493,Block C,ABC,Trial,10,1,3265,turn an onion into onion juice?,improbable,9,Physics,Improbable,0.3496041904599977
children,32,age 7,7.515068493,Block C,ABC,Trial,11,0,10235,ride an ogre?,impossible,11,Other,Impossible,3.9953822440040523
children,32,age 7,7.515068493,Block C,ABC,Trial,12,0,3564,make their friend shrink?,impossible,15,Moral,Impossible,0.506001269084054
children,32,age 7,7.515068493,Block C,ABC,Trial,13,0,5565,stay awake for 5 years?,impossible,23,Biology,Impossible,1.552658641414277
children,32,age 7,7.515068493,Block C,ABC,Trial,14,1,2685,shake someone's hand with their hand?,ordinary,18,Conventional,Ordinary,0.046225241958483855
children,32,age 7,7.515068493,Block C,ABC,Trial,15,0,2951,live for 60 years?,ordinary,22,Biology,Ordinary,0.1853611045471092
children,32,age 7,7.515068493,Block C,ABC,Trial,16,0,3197,eat a planet?,impossible,19,Conventional,Impossible,0.31403562408395813
children,32,age 7,7.515068493,Block C,ABC,Trial,17,0,5426,count all of the sand in the world?,impossible,6,Physics,Impossible,1.4799523072044312
children,32,age 7,7.515068493,Block C,ABC,Trial,18,1,2372,play with a toy?,ordinary,20,Conventional,Ordinary,-0.11749477680181586
children,32,age 7,7.515068493,Block C,ABC,Trial,19,1,4001,move a marble with their hand?,ordinary,1,Physics,Ordinary,0.734581614765367
children,32,age 7,7.515068493,Block C,ABC,Trial,20,0,3162,clean a cloud?,impossible,8,Physics,Impossible,0.2957282737433496
children,32,age 7,7.515068493,Block C,ABC,Trial,21,0,3647,make a house out of bricks?,ordinary,7,Physics,Ordinary,0.5494158427489259
children,32,age 7,7.515068493,Block C,ABC,Trial,22,1,3335,eat a whole turkey for dinner?,improbable,25,Biology,Improbable,0.3862188911412149
children,32,age 7,7.515068493,Block C,ABC,Trial,23,0,1832,know the name of someone they just met?,ordinary,26,Other,Ordinary,-0.39995103919977704
children,32,age 7,7.515068493,Block C,ABC,Trial,24,0,1896,find a unicorn in a closet?,impossible,13,Other,Impossible,-0.36647474143409275
children,32,age 7,7.515068493,Block C,ABC,Trial,25,0,2078,have a lion as a pet?,improbable,10,Other,Improbable,-0.27127651966292804
children,32,age 7,7.515068493,Block C,ABC,Trial,26,0,4233,be born with 2 wings?,impossible,24,Biology,Impossible,0.8559331941659726
children,33,age 7,7.073972603,Block A,CAB,Trial,1,1,4557,paint polka dots on a plane?,improbable,4,Physics,Improbable,1.0254069516047493
children,33,age 7,7.073972603,Block A,CAB,Trial,2,1,11469,clean a road?,improbable,8,Physics,Improbable,4.640847110298652
children,33,age 7,7.073972603,Block A,CAB,Trial,3,1,3174,open a window with their hand?,ordinary,3,Physics,Ordinary,0.30200507957441536
children,33,age 7,7.073972603,Block A,CAB,Trial,4,0,3155,walk through a hot fire?,improbable,2,Physics,Improbable,0.29206680367522786
children,33,age 7,7.073972603,Block A,CAB,Trial,5,1,1385,not eat for 1 hour?,ordinary,21,Biology,Ordinary,-0.6337620564069782
children,33,age 7,7.073972603,Block A,CAB,Trial,6,0,1621,live for 1000 years?,impossible,22,Biology,Impossible,-0.5103182083960174
children,33,age 7,7.073972603,Block A,CAB,Trial,7,1,2028,eat a whole sandwich for dinner?,ordinary,25,Biology,Ordinary,-0.2974298772923689
children,33,age 7,7.073972603,Block A,CAB,Trial,8,0,1138,have the moon as a pet?,impossible,10,Other,Impossible,-0.7629596430964161
children,33,age 7,7.073972603,Block A,CAB,Trial,9,0,1610,be born with 12 toes?,improbable,24,Biology,Improbable,-0.5160719470744944
children,33,age 7,7.073972603,Block A,CAB,Trial,10,0,1829,eat a large rock?,impossible,14,Moral,Impossible,-0.4015202406575435
children,33,age 7,7.073972603,Block A,CAB,Trial,11,1,872,find a sweater in a closet?,ordinary,13,Other,Ordinary,-0.9020955056850414
children,33,age 7,7.073972603,Block A,CAB,Trial,12,0,3522,know the names of everyone in the world?,impossible,26,Other,Impossible,0.4840324486753237
children,33,age 7,7.073972603,Block A,CAB,Trial,13,0,1522,wear shoes made out of stone?,improbable,17,Conventional,Improbable,-0.5621018565023103
children,33,age 7,7.073972603,Block A,CAB,Trial,14,1,1288,unlock a door with a doorkey?,ordinary,5,Physics,Ordinary,-0.6844995702080935
children,33,age 7,7.073972603,Block A,CAB,Trial,15,1,1723,eat a brownie for dessert?,ordinary,12,Conventional,Ordinary,-0.4569653588319581
children,33,age 7,7.073972603,Block A,CAB,Trial,16,0,3860,count all of the hairs on a dog?,improbable,6,Physics,Improbable,0.6608291462503438
children,33,age 7,7.073972603,Block A,CAB,Trial,17,1,805,make their friend smile?,ordinary,15,Moral,Ordinary,-0.9371410049084921
children,33,age 7,7.073972603,Block A,CAB,Trial,18,0,995,eat an insect?,improbable,19,Conventional,Improbable,-0.8377582459166169
children,33,age 7,7.073972603,Block A,CAB,Trial,19,0,10244,shake someone's hand with their mouth?,improbable,18,Conventional,Improbable,4.0000898483773515
children,33,age 7,7.073972603,Block A,CAB,Trial,21,1,1295,turn an onion into onion slices?,ordinary,9,Physics,Ordinary,-0.6808381001399718
children,33,age 7,7.073972603,Block A,CAB,Trial,22,0,1800,make a house out of gas?,impossible,7,Physics,Impossible,-0.4166891880826192
children,33,age 7,7.073972603,Block A,CAB,Trial,23,0,1873,play with magic?,impossible,20,Conventional,Impossible,-0.37850528594363553
children,33,age 7,7.073972603,Block A,CAB,Trial,24,0,2378,move a marble with their mind?,impossible,1,Physics,Impossible,-0.11435637388628296
children,33,age 7,7.073972603,Block A,CAB,Trial,25,1,1495,ride a horse?,ordinary,11,Other,Ordinary,-0.5762246696222084
children,33,age 7,7.073972603,Block A,CAB,Trial,26,0,1656,magically appear into the store?,impossible,16,Moral,Impossible,-0.49201085805540884
children,33,age 7,7.073972603,Block B,CAB,Trial,1,1,6020,stay awake for 5 hours?,ordinary,23,Biology,Ordinary,1.7906541958421884
children,33,age 7,7.073972603,Block B,CAB,Trial,2,1,3085,have a cat as a pet?,ordinary,10,Other,Ordinary,0.25545210299401067
