,stimulus,rating,layers,improbable_impossible,impossible_inconceivable
1867,There is an agricultural husband.,-0.9,12,47.5,-936.0
1868,There is an agricultural ion.,-1.8571428571428568,12,280.0,-524.0
1869,There is an agricultural lady.,1.1333333333333333,12,62.75,-904.0
1870,There is an agricultural legion.,-1.6,12,374.0,-660.0
1871,There is an agricultural lieutenant.,-0.6923076923076923,12,146.0,-788.0
1872,There is an agricultural mark.,0.3846153846153846,12,159.0,-744.0
1873,There is an agricultural massage.,-2.2222222222222223,12,223.0,-1112.0
1874,There is an agricultural meantime.,-2.604651162790698,12,380.0,-372.0
1875,There is an agricultural minute.,-1.25,12,219.0,-366.0
1876,There is an agricultural mood.,-0.8,12,224.0,-816.0
1877,There is an agricultural omission.,-0.3333333333333333,12,255.0,-664.0
1878,There is an agricultural oxide.,-2.083333333333333,12,40.75,-784.0
1879,There is an agricultural picture.,1.2222222222222223,12,102.0,-628.0
1880,There is an agricultural pier.,-2.375,12,-9.25,-1240.0
1881,There is an agricultural pitch.,0.9,12,228.0,-456.0
1882,There is an agricultural premiere.,-1.5555555555555556,12,264.0,-596.0
1883,There is an agricultural protagonist.,-0.9166666666666666,12,72.0,-656.0
1884,There is an agricultural pub.,-1.625,12,62.75,-1144.0
1885,There is an agricultural puppet.,-1.2777777777777777,12,296.0,-900.0
1886,There is an agricultural royalty.,0.1,12,418.0,-456.0
1887,There is an agricultural rumour.,0.1538461538461538,12,245.0,-688.0
1888,There is an agricultural shaft.,0.0,12,48.5,-1032.0
1889,There is an agricultural siege.,-0.7777777777777778,12,402.0,-852.0
1890,There is an agricultural sin.,-0.5833333333333334,12,370.0,-664.0
1891,There is an agricultural something.,-1.6666666666666667,12,432.0,-360.0
1892,There is an agricultural temple.,-0.7272727272727273,12,-156.0,-1280.0
1893,There is an agricultural terrorist.,-1.0833333333333333,12,360.0,-1040.0
1894,There is an agricultural tram.,-0.3,12,138.0,-1088.0
1895,There is an agricultural validity.,-1.0833333333333333,12,304.0,-656.0
1896,There is an agricultural walking.,-2.1818181818181817,12,422.0,-408.0
1897,There is an agricultural witch.,-0.8,12,490.0,-1144.0
1898,There is an alternative co-ordination.,1.0,12,438.0,-510.0
1899,There is an alternative flesh.,-0.8,12,672.0,-776.0
1900,There is an alternative flute.,-0.75,12,416.0,-908.0
1901,There is an alternative girlfriend.,1.4,12,350.0,-716.0
1902,There is an alternative inspector.,1.3076923076923077,12,344.0,-816.0
1903,There is an alternative labor.,1.0,12,520.0,-576.0
1904,There is an alternative loss.,0.0,12,416.0,-388.0
1905,There is an alternative magnitude.,-0.6666666666666666,12,482.0,-572.0
1906,There is an alternative male.,0.1875,12,556.0,-520.0
1907,There is an alternative mammal.,-0.6363636363636364,12,486.0,-852.0
1908,There is an alternative marsh.,-1.1,12,470.0,-780.0
1909,There is an alternative nationalism.,0.2941176470588235,12,436.0,-1040.0
1910,There is an alternative out.,-0.5609756097560976,12,490.0,-556.0
1911,There is an alternative probability.,1.6363636363636365,12,488.0,-540.0
1912,There is an alternative respect.,-0.125,12,410.0,-426.0
1913,There is an alternative roller.,0.9166666666666666,12,466.0,-976.0
1914,There is an alternative severity.,-1.9090909090909087,12,450.0,-434.0
1915,There is an alternative sociology.,0.5384615384615384,12,444.0,-884.0
1916,There is an alternative stall.,0.4,12,245.0,-776.0
1917,There is an alternative trouble.,-0.375,12,384.0,-636.0
1918,There is an alternative villager.,-1.0952380952380951,12,432.0,-880.0
1919,There is an alternative vulnerability.,-0.8235294117647058,12,418.0,-756.0
1920,There is an alternative waste.,-1.0,12,524.0,-652.0
1921,There is an amateur accent.,0.3636363636363636,12,235.0,-644.0
1922,There is an amateur affection.,0.0666666666666666,12,348.0,-372.0
1923,There is an amateur artillery.,-0.8095238095238095,12,384.0,-820.0
1924,There is an amateur ascent.,-1.5,12,186.0,-1032.0
1925,There is an amateur boyfriend.,0.0,12,124.5,-780.0
1926,There is an amateur butter.,-2.0,12,540.0,-780.0
1927,There is an amateur chain.,-1.2727272727272727,12,366.0,-624.0
1928,There is an amateur chapel.,-2.0,12,138.0,-1112.0
1929,There is an amateur city.,-0.4444444444444444,12,510.0,-760.0
1930,There is an amateur clarification.,-0.4883720930232558,12,328.0,-458.0
1931,There is an amateur contradiction.,0.1111111111111111,12,360.0,-680.0
1932,There is an amateur cross.,-1.7777777777777777,12,502.0,-532.0
1933,There is an amateur cutting.,0.5217391304347826,12,362.0,-588.0
1934,There is an amateur dam.,-1.2439024390243902,12,356.0,-1128.0
1935,There is an amateur encouragement.,0.5454545454545454,12,360.0,-372.0
1936,There is an amateur fate.,-1.3636363636363635,12,432.0,-564.0
1937,There is an amateur foreigner.,-1.0869565217391304,12,205.0,-696.0
1938,There is an amateur genome.,-1.85,12,576.0,-708.0
1939,There is an amateur grammar.,-0.1818181818181818,12,440.0,-532.0
1940,There is an amateur heart.,-1.4444444444444444,12,498.0,-580.0
1941,There is an amateur leap.,0.5555555555555556,12,440.0,-476.0
1942,There is an amateur loading.,-0.1111111111111111,12,352.0,-290.0
1943,There is an amateur machinery.,-0.25,12,390.0,-576.0
1944,There is an amateur neglect.,-0.4545454545454545,12,426.0,-502.0
1945,There is an amateur pay.,0.8571428571428571,12,400.0,-210.0
1946,There is an amateur pillar.,-2.2222222222222223,12,364.0,-684.0
1947,There is an amateur pity.,-1.8,12,408.0,-402.0
1948,There is an amateur rabbit.,-2.25,12,324.0,-900.0
1949,There is an amateur rape.,-2.1818181818181817,12,418.0,-564.0
1950,There is an amateur repository.,0.0,12,304.0,-884.0
1951,There is an amateur river.,-2.764705882352941,12,340.0,-900.0
1952,There is an amateur sensitivity.,-1.6363636363636365,12,324.0,-572.0
1953,There is an amateur skull.,-1.3333333333333333,12,280.0,-892.0
1954,There is an amateur summit.,-0.3333333333333333,12,251.0,-592.0
1955,There is an amateur sword.,0.7,12,338.0,-920.0
1956,There is an amateur terminus.,-2.1666666666666665,12,138.0,-1020.0
1957,There is an amateur university.,-0.5,12,292.0,-876.0
1958,There is an amateur vision.,1.5,12,382.0,-466.0
1959,There is an amateur walk.,0.0526315789473684,12,221.0,-752.0
1960,There is an amateur worth.,-1.75,12,560.0,-322.0
1961,There is an amazing airline.,2.7,12,270.0,-836.0
1962,There is an amazing cannabis.,2.3125,12,398.0,-796.0
1963,There is an amazing chairman.,2.7777777777777777,12,240.0,-676.0
1964,There is an amazing commissioner.,1.875,12,334.0,-644.0
1965,There is an amazing disclosure.,0.1818181818181818,12,306.0,-588.0
1966,There is an amazing emperor.,3.0,12,322.0,-896.0
1967,There is an amazing exhaust.,-1.5454545454545454,12,304.0,-836.0
1968,There is an amazing hectare.,-1.4,12,278.0,-448.0
1969,There is an amazing horror.,1.3333333333333333,12,376.0,-350.0
1970,There is an amazing lobby.,2.2222222222222223,12,173.0,-1080.0
1971,There is an amazing manufacture.,2.111111111111111,12,213.0,-680.0
1972,There is an amazing militia.,1.25,12,378.0,-684.0
1973,There is an amazing mortality.,-0.125,12,480.0,-334.0
1974,There is an amazing objective.,2.555555555555556,12,254.0,-392.0
1975,There is an amazing paperback.,2.176470588235294,12,230.0,-616.0
1976,There is an amazing parcel.,1.4545454545454546,12,276.0,-512.0
1977,There is an amazing pesticide.,1.2,12,434.0,-1144.0
1978,There is an amazing pharmacy.,1.9,12,71.5,-956.0
1979,There is an amazing pin.,1.3333333333333333,12,354.0,-736.0
1980,There is an amazing prevalence.,0.3846153846153846,12,360.0,-294.0
1981,There is an amazing registration.,-2.0,12,324.0,-173.0
1982,There is an amazing renovation.,2.4615384615384617,12,125.5,-820.0
1983,There is an amazing ruling.,1.8,12,290.0,-544.0
1984,There is an amazing seeker.,1.1,12,390.0,-828.0
1985,There is an amazing special.,0.2222222222222222,12,342.0,-912.0
1986,There is an amazing tier.,0.3636363636363636,12,406.0,-330.0
1987,There is an amazing vaccination.,0.8181818181818182,12,400.0,-844.0
1988,There is an amazing well-being.,1.0909090909090908,12,368.0,-510.0
1989,There is an amazing wrestler.,3.0,12,214.0,-976.0
1990,There is an ancient antibody.,0.75,12,472.0,-776.0
1991,There is an ancient autumn.,-0.5555555555555556,12,520.0,-592.0
1992,There is an ancient boost.,-1.2727272727272727,12,430.0,-214.0
1993,There is an ancient chef.,1.2,12,236.0,-852.0
1994,There is an ancient closure.,0.7272727272727273,12,360.0,-454.0
1995,There is an ancient commencement.,0.7,12,520.0,-366.0
1996,There is an ancient compost.,0.7777777777777778,12,494.0,-792.0
1997,There is an ancient compression.,-2.111111111111111,12,628.0,-318.0
1998,There is an ancient computing.,0.5454545454545454,12,426.0,-612.0
1999,There is an ancient crisis.,2.1538461538461537,12,326.0,-624.0
2000,There is an ancient dissolution.,0.2222222222222222,12,576.0,-492.0
2001,There is an ancient envelope.,1.4,12,298.0,-1012.0
2002,There is an ancient epidemic.,1.125,12,372.0,-784.0
2003,There is an ancient listener.,0.5,12,428.0,-648.0
2004,There is an ancient meantime.,-2.555555555555556,12,334.0,-446.0
2005,There is an ancient pesticide.,1.0,12,318.0,-1020.0
2006,There is an ancient railroad.,1.9230769230769231,12,320.0,-1020.0
2007,There is an ancient rotation.,0.0,12,536.0,-560.0
2008,There is an ancient secretary.,0.1,12,290.0,-832.0
2009,There is an ancient seller.,1.1538461538461535,12,308.0,-596.0
2010,There is an ancient server.,-0.2307692307692307,12,264.0,-752.0
2011,There is an ancient simulation.,0.5555555555555556,12,332.0,-560.0
2012,There is an ancient tolerance.,0.6153846153846154,12,532.0,-496.0
2013,There is an ancient uncle.,0.6923076923076923,12,126.5,-824.0
2014,There is an angry acclaim.,-1.5,12,183.0,-812.0
2015,There is an angry archive.,-2.3,12,406.0,-362.0
2016,There is an angry attribute.,0.5555555555555556,12,213.0,-536.0
2017,There is an angry bowler.,2.2222222222222223,12,180.0,-880.0
2018,There is an angry breast.,-2.555555555555556,12,442.0,-784.0
2019,There is an angry cadet.,2.2222222222222223,12,188.0,-836.0
2020,There is an angry cassette.,-2.4444444444444446,12,494.0,-572.0
2021,There is an angry check.,-1.6666666666666667,12,374.0,-396.0
2022,There is an angry cinema.,-2.076923076923077,12,528.0,-592.0
2023,There is an angry connectivity.,-1.5555555555555556,12,520.0,-564.0
2024,There is an angry contrast.,-0.75,12,344.0,-644.0
2025,There is an angry core.,-1.5,12,358.0,-576.0
2026,There is an angry disease.,-1.0,12,462.0,-616.0
2027,There is an angry dvd.,-2.3,12,264.0,-370.0
2028,There is an angry dwelling.,-1.6470588235294117,12,418.0,-516.0
2029,There is an angry embryo.,-1.9090909090909087,12,402.0,-868.0
2030,There is an angry enhancement.,-1.5555555555555556,12,346.0,-243.0
2031,There is an angry expectation.,0.4444444444444444,12,330.0,-640.0
2032,There is an angry fellowship.,-0.5,12,428.0,-440.0
2033,There is an angry flexibility.,-2.4,12,404.0,-620.0
2034,There is an angry flooding.,-1.25,12,422.0,-732.0
2035,There is an angry framework.,-1.7272727272727273,12,418.0,-312.0
2036,There is an angry freedom.,-2.142857142857143,12,504.0,-724.0
2037,There is an angry fund.,-2.0,12,544.0,-440.0
2038,There is an angry genetics.,-0.8666666666666667,12,580.0,-376.0
2039,There is an angry growth.,-1.1666666666666667,12,510.0,-580.0
2040,There is an angry honor.,-2.25,12,512.0,-416.0
2041,There is an angry insurer.,1.7,12,244.0,-684.0
2042,There is an angry integrity.,-2.111111111111111,12,498.0,-524.0
2043,There is an angry keyboard.,-2.75,12,358.0,-692.0
2044,There is an angry kidney.,-2.642857142857143,12,498.0,-788.0
2045,There is an angry kilometre.,-2.636363636363636,12,548.0,-684.0
2046,There is an angry lift.,-0.8888888888888888,12,364.0,-504.0
2047,There is an angry load.,-1.7777777777777777,12,496.0,-328.0
2048,There is an angry luck.,-2.230769230769231,12,510.0,-492.0
2049,There is an angry marriage.,0.0,12,214.0,-716.0
2050,There is an angry means.,0.1818181818181818,12,488.0,-288.0
2051,There is an angry mercy.,-2.0,12,414.0,-780.0
2052,There is an angry morality.,-0.2727272727272727,12,478.0,-588.0
2053,There is an angry necessity.,-1.8,12,332.0,-532.0
2054,There is an angry practitioner.,1.9166666666666667,12,207.0,-744.0
2055,There is an angry pregnancy.,-1.25,12,484.0,-628.0
2056,There is an angry printing.,-2.1,12,416.0,-392.0
2057,There is an angry recruitment.,-0.7777777777777778,12,460.0,-494.0
2058,There is an angry remit.,-1.4615384615384617,12,400.0,-209.0
2059,There is an angry repertoire.,-0.6923076923076923,12,406.0,-556.0
2060,There is an angry separation.,1.6,12,346.0,-632.0
2061,There is an angry sleeve.,-2.1,12,362.0,-640.0
2062,There is an angry steam.,-1.25,12,510.0,-532.0
2063,There is an angry subsidy.,-1.375,12,568.0,-424.0
2064,There is an angry sufferer.,2.0,12,173.0,-672.0
2065,There is an angry suggestion.,2.333333333333333,12,231.0,-360.0
2066,There is an angry surgery.,-1.5454545454545454,12,328.0,-510.0
2067,There is an angry syntax.,0.1666666666666666,12,444.0,-358.0
2068,There is an angry technician.,2.4444444444444446,12,148.0,-800.0
2069,There is an angry technique.,0.9,12,344.0,-528.0
2070,There is an angry tunnel.,-2.5,12,446.0,-876.0
2071,There is an angry unity.,-1.6666666666666667,12,338.0,-664.0
2072,There is an angry vector.,-0.6666666666666666,12,382.0,-376.0
2073,There is an angry volume.,-1.4615384615384617,12,362.0,-468.0
2074,There is an angry yield.,-1.5555555555555556,12,512.0,-328.0
2075,There is an animal attacker.,2.6666666666666665,12,165.0,-1088.0
2076,There is an animal battle.,2.2222222222222223,12,191.0,-880.0
2077,There is an animal campus.,-0.6,12,202.0,-832.0
2078,There is an animal conditioning.,0.6153846153846154,12,414.0,-572.0
2079,There is an animal confusion.,-0.4545454545454545,12,266.0,-564.0
2080,There is an animal coordination.,0.5,12,484.0,-756.0
2081,There is an animal dam.,-1.25,12,86.5,-1104.0
2082,There is an animal despair.,0.8888888888888888,12,344.0,-488.0
2083,There is an animal excuse.,-2.1666666666666665,12,302.0,-660.0
2084,There is an animal finish.,-2.5,12,249.0,-748.0
2085,There is an animal founder.,-1.0,12,318.0,-576.0
2086,There is an animal giant.,-0.5454545454545454,12,400.0,-788.0
2087,There is an animal hub.,1.2,12,142.0,-1012.0
2088,There is an animal hydrogen.,-2.272727272727273,12,660.0,-820.0
2089,There is an animal inch.,-2.333333333333333,12,564.0,-668.0
2090,There is an animal insulation.,-1.0,12,324.0,-772.0
2091,There is an animal lightning.,-2.727272727272727,12,564.0,-716.0
2092,There is an animal magistrate.,-0.5833333333333334,12,300.0,-964.0
2093,There is an animal metal.,-2.588235294117647,12,556.0,-768.0
2094,There is an animal microphone.,-2.0,12,274.0,-1248.0
2095,There is an animal motorcycle.,-2.333333333333333,12,384.0,-1304.0
2096,There is an animal nitrogen.,-1.9,12,460.0,-576.0
2097,There is an animal period.,-0.0588235294117647,12,374.0,-504.0
2098,There is an animal prosperity.,0.1764705882352941,12,474.0,-404.0
2099,There is an animal redevelopment.,-1.0909090909090908,12,366.0,-560.0
2100,There is an animal referendum.,-1.4,12,163.0,-844.0
2101,There is an animal rise.,0.0833333333333333,12,408.0,-632.0
2102,There is an animal spider.,-0.5238095238095238,12,153.0,-1160.0
2103,There is an animal subsidiary.,-1.0,12,156.0,-900.0
2104,There is an animal surf.,-1.8823529411764703,12,564.0,-744.0
2105,There is an animal tenure.,-0.2857142857142857,12,408.0,-446.0
2106,There is an animal valuation.,-0.0714285714285714,12,322.0,-588.0
2107,There is an animal vibration.,-1.0,12,446.0,-604.0
2108,There is an annual bolt.,-1.5,12,452.0,-438.0
2109,There is an annual courtyard.,-1.3333333333333333,12,324.0,-752.0
2110,There is an annual discretion.,-0.5714285714285714,12,378.0,-464.0
2111,There is an annual dome.,-2.0,12,402.0,-716.0
2112,There is an annual emotion.,-2.2222222222222223,12,386.0,-434.0
2113,There is an annual fluid.,-1.3,12,434.0,-450.0
2114,There is an annual fool.,-1.6153846153846154,12,496.0,-592.0
2115,There is an annual guard.,0.1111111111111111,12,400.0,-688.0
2116,There is an annual inn.,-1.8,12,246.0,-724.0
2117,There is an annual leak.,0.1818181818181818,12,398.0,-740.0
2118,There is an annual mythology.,-1.75,12,466.0,-564.0
2119,There is an annual original.,-2.0625,12,460.0,-192.0
2120,There is an annual particular.,-2.2,12,350.0,-206.0
2121,There is an annual rebellion.,0.4615384615384615,12,368.0,-612.0
2122,There is an annual refugee.,-0.1818181818181818,12,484.0,-336.0
2123,There is an annual rhetoric.,0.1,12,392.0,-506.0
2124,There is an annual roundabout.,-1.5,12,306.0,-988.0
2125,There is an annual sake.,-1.75,12,456.0,-600.0
2126,There is an annual sitcom.,0.0833333333333333,12,300.0,-520.0
2127,There is an annual skeleton.,-2.0,12,528.0,-444.0
